iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,25,0.1534684938972026,23.0,17.0
2,50,30,0.21813266198813433,23.0,15.0
3,55,35,0.2279297795380093,23.0,15.0
4,60,38,0.23980640291387587,23.0,15.0
5,65,40,0.26452004023048914,23.0,15.0
6,70,44,0.27574928126509746,22.5,15.0
7,75,47,0.2844607943831366,22.0,15.0
8,80,51,0.28706286001305853,22.0,15.0
9,85,55,0.2904413270701523,22.0,15.0
10,90,59,0.29311198791462406,22.0,15.0
11,95,62,0.2990763973392135,22.5,15.0
12,100,66,0.3006682124472779,22.0,15.0
13,105,70,0.3023552348331857,22.5,15.0
14,110,75,0.31294289237150963,23.0,14.0
15,115,78,0.3134637198143868,23.0,14.0
16,120,81,0.32939320505534175,24.0,14.0
17,125,83,0.33132281653801554,24.0,14.0
18,130,86,0.3316416355536187,23.0,14.0
19,135,89,0.3398711777678889,23.0,14.0
20,140,90,0.38299823055728055,23.0,14.0
21,145,95,0.38610238483992404,23.0,14.0
22,150,99,0.3864113972109777,23.0,14.0
23,155,102,0.39443259135411424,23.0,14.0
24,160,103,0.39589176318848257,23.0,14.0
25,165,105,0.3961896420349729,23.0,14.0
26,170,108,0.3962522705211285,23.0,14.0
27,175,111,0.3964124572619086,23.0,14.0
28,180,115,0.3965249594628417,23.0,14.0
29,185,119,0.3965698325841782,23.0,14.0
30,190,123,0.39680350187842056,23.0,14.0
31,195,128,0.3969790128893948,22.5,14.0
32,200,131,0.3970220158414336,22.0,14.0
33,205,134,0.39705165114595065,22.0,14.0
34,210,137,0.3970963075568399,22.0,14.0
35,215,138,0.39710638927060565,22.0,14.0
36,220,136,0.3981697779241593,22.0,14.0
37,225,139,0.3987178475859399,22.0,14.0
38,230,141,0.3987586699891228,22.0,14.0
39,235,144,0.39879184781409444,22.0,14.0
40,240,147,0.3988495502355448,22.0,14.0
41,245,151,0.399292222675935,22.0,14.0
42,250,154,0.3993109878050249,22.0,14.0
43,255,157,0.3996522967630431,22.0,14.0
44,260,160,0.3996715774372938,22.0,14.0
45,265,164,0.39995415381853944,22.0,14.0
46,270,166,0.40016259320293956,22.0,14.0
47,275,169,0.4009576329335899,22.0,14.0
48,280,170,0.4009576329335899,22.0,14.0
49,285,172,0.40101823781281476,22.0,14.0
50,290,173,0.40120528890642093,22.0,14.0
