iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,24,0.16935945668450278,25.0,17.0
2,50,28,0.18524055903028494,26.0,17.0
3,55,29,0.21349455455784438,25.0,17.0
4,60,33,0.23734381228176332,25.0,17.0
5,65,37,0.23998191381842982,25.0,17.0
6,70,41,0.24210460407199122,25.0,17.0
7,75,46,0.24781542673197898,25.0,17.0
8,80,50,0.2490438208491542,25.0,17.0
9,85,53,0.26242225154749055,26.0,16.0
10,90,56,0.27004786189888824,25.5,16.0
11,95,57,0.2704890653601958,25.0,16.0
12,100,62,0.27159149289357243,24.5,16.0
13,105,64,0.3046713317661793,24.0,16.0
14,110,68,0.3054646474035344,24.0,16.0
15,115,70,0.3207680911167843,24.0,16.0
16,120,74,0.32733317038280874,23.5,16.0
17,125,78,0.3393251035746555,24.0,14.0
18,130,81,0.3395629647452539,24.0,14.0
19,135,86,0.3406825509866434,23.0,14.0
20,140,90,0.34191737090414337,23.0,14.0
21,145,93,0.34240127550476857,23.0,14.0
22,150,96,0.34511815353609343,23.0,14.0
23,155,100,0.34525751721826103,23.0,14.0
24,160,103,0.3453038887156849,23.0,14.0
25,165,107,0.3470021344520681,23.0,14.0
26,170,107,0.34705416330419137,23.0,14.0
27,175,108,0.34705627208271483,22.5,14.0
28,180,111,0.35149414923675326,23.0,14.0
29,185,115,0.352366596024486,22.0,14.0
30,190,119,0.3524160064964353,22.0,14.0
31,195,123,0.3527872094031232,23.0,14.0
32,200,123,0.39411920377783705,23.0,14.0
33,205,128,0.3955981505961375,22.0,14.0
34,210,132,0.39590553273336776,22.5,14.0
35,215,133,0.3962259653475852,23.0,14.0
36,220,133,0.39749275394947237,23.0,14.0
37,225,135,0.3975044180892827,22.0,14.0
38,230,139,0.39780222136093346,22.0,14.0
39,235,143,0.3978556003183373,22.0,14.0
40,240,148,0.3980738753032049,22.0,14.0
41,245,152,0.39820081175535343,22.0,14.0
42,250,153,0.39840844847872303,22.0,14.0
43,255,156,0.3985806837609758,22.0,14.0
44,260,159,0.3986371397611982,22.0,14.0
45,265,162,0.3987242045374508,22.0,14.0
46,270,163,0.3991180110238978,22.0,14.0
47,275,165,0.3995337702508945,22.0,14.0
48,280,169,0.3999981129041863,22.0,14.0
49,285,171,0.40000040446540674,22.0,14.0
50,290,175,0.4013450258249936,21.0,14.0
