iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,25,0.11549974196105992,23.0,17.0
2,50,27,0.15524842386493076,24.0,17.0
3,55,30,0.15581840157011087,24.0,17.0
4,60,33,0.1567537220472897,24.0,17.0
5,65,31,0.18369993164148402,24.0,17.0
6,70,31,0.18369993164148402,24.0,17.0
7,75,34,0.19651733106683184,24.0,17.0
8,80,34,0.19755929228706434,23.5,17.0
9,85,37,0.20020478673687866,23.0,17.0
10,90,40,0.20031979874450478,23.5,15.0
11,95,40,0.21681266182934114,23.0,15.0
12,100,42,0.2182353916304224,23.0,15.0
13,105,45,0.2182762959687664,23.0,15.0
14,110,49,0.22519756237323507,23.0,15.0
15,115,53,0.22772425170107086,23.0,15.0
16,120,57,0.2286792411731103,23.0,15.0
17,125,59,0.23264825341056994,23.0,15.0
18,130,62,0.23938068733739562,23.5,15.0
19,135,64,0.23938196854674557,23.5,15.0
20,140,65,0.24198177137329677,23.0,15.0
21,145,68,0.2425387805378612,23.5,15.0
22,150,67,0.24426526807274188,24.0,15.0
23,155,70,0.24450775793853502,24.0,15.0
24,160,72,0.24453933395816854,24.0,15.0
25,165,73,0.2445432343760504,24.0,15.0
26,170,76,0.24672502498852575,24.0,15.0
27,175,78,0.24672502498852575,24.0,15.0
28,180,79,0.2504018668260503,24.0,15.0
29,185,79,0.260710285058428,24.0,15.0
30,190,80,0.26071049374933647,24.0,15.0
31,195,81,0.26090067556932417,24.0,15.0
32,200,83,0.26091724664964594,24.0,15.0
33,205,86,0.26092667938640934,24.0,15.0
34,210,89,0.2609281981717484,24.0,15.0
35,215,91,0.2632391385037745,25.0,16.0
36,220,92,0.2632626941994394,25.0,16.0
37,225,94,0.2634359192404811,25.0,16.0
38,230,98,0.2644584569995566,25.0,16.0
39,235,100,0.2645503999667358,25.0,16.0
40,240,103,0.26490955885239986,25.0,16.0
41,245,106,0.2650526341952073,25.0,16.0
42,250,108,0.2684078187790852,25.0,16.0
43,255,109,0.26840818555449564,25.0,16.0
44,260,110,0.2839976319987606,25.0,16.0
45,265,112,0.2840071868752741,25.0,16.0
46,270,113,0.28400723776462666,25.0,16.0
47,275,112,0.2846568522165694,25.0,16.0
48,280,113,0.28466219882579075,25.0,16.0
49,285,115,0.28495304737206273,25.0,16.0
50,290,117,0.28732045356255076,25.0,16.0
