iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,28,0.11994367487503106,26.0,17.0
2,50,31,0.1232646137620122,27.0,17.0
3,55,19,0.18932672113553056,25.0,17.0
4,60,23,0.1999130755539256,25.0,17.0
5,65,26,0.2083039872778321,24.5,16.0
6,70,29,0.20927237732661333,25.0,16.0
7,75,33,0.22401109778956985,25.0,16.0
8,80,35,0.22616676499978097,25.0,16.0
9,85,39,0.2348476119734328,25.0,16.0
10,90,37,0.24682041025044996,24.0,16.0
11,95,41,0.24944641859211197,23.0,14.0
12,100,44,0.2576930708485134,23.5,14.0
13,105,47,0.2869605942745026,23.0,14.0
14,110,51,0.2886526344494369,23.0,14.0
15,115,54,0.29837384152855023,23.0,14.0
16,120,55,0.29900121454765183,23.0,14.0
17,125,57,0.299943223458749,23.0,14.0
18,130,60,0.3011806488345481,23.0,14.0
19,135,62,0.3012137087607208,23.0,14.0
20,140,64,0.30918401056047917,23.0,14.0
21,145,66,0.30943416554528247,22.5,14.0
22,150,69,0.3098390317907198,23.0,14.0
23,155,70,0.3132288204497834,23.0,14.0
24,160,72,0.31884949245300553,23.0,14.0
25,165,74,0.3194169982959082,22.5,14.0
26,170,77,0.3202792135022467,23.0,14.0
27,175,79,0.32027921350224664,23.0,14.0
28,180,82,0.3240006475023504,22.5,14.0
29,185,83,0.3240006475023504,22.0,14.0
30,190,86,0.32414134008745865,22.0,14.0
31,195,88,0.3242415421904005,22.0,14.0
32,200,92,0.32494729513652454,22.0,14.0
33,205,96,0.3264545543264095,22.0,14.0
34,210,93,0.33891685914540526,22.0,14.0
35,215,94,0.3389171345598129,22.0,14.0
36,220,97,0.3398098254367458,22.0,14.0
37,225,99,0.33983696811920255,22.0,14.0
38,230,101,0.3398429319390916,22.0,14.0
39,235,101,0.3398429319390916,22.0,14.0
40,240,103,0.33987619057955376,22.0,14.0
41,245,103,0.33987619057955376,22.0,14.0
42,250,105,0.3426451328873591,22.0,14.0
43,255,109,0.34271325282846493,22.0,14.0
44,260,110,0.3427132650786718,22.0,14.0
45,265,111,0.3428000187822409,22.0,14.0
46,270,112,0.34281893440344197,22.0,14.0
47,275,114,0.3477689715670682,22.0,14.0
48,280,114,0.3477689715670682,22.0,14.0
49,285,116,0.3479124133311737,22.0,14.0
50,290,118,0.3479455561163357,22.0,14.0
51,295,121,0.3545461943837234,22.0,14.0
52,300,123,0.35455077769484356,22.0,14.0
53,305,125,0.3546579712522133,22.0,14.0
54,310,128,0.35469706968761006,22.0,14.0
55,315,131,0.35476520269185907,22.0,14.0
56,320,134,0.3548399518801958,22.0,14.0
57,325,135,0.35485755703813093,22.0,14.0
58,330,138,0.35798633850921,22.0,14.0
