iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,25,0.15490287736787645,23.0,17.0
2,50,30,0.2140378542182557,23.5,17.0
3,55,34,0.2251826028817871,24.0,17.0
4,60,37,0.2420168219095885,24.0,17.0
5,65,38,0.2573923365578111,23.5,17.0
6,70,42,0.27479804434729826,24.0,17.0
7,75,47,0.27869525713926285,23.0,16.0
8,80,51,0.29000027332213324,23.0,15.0
9,85,54,0.3003712720206352,22.5,15.0
10,90,57,0.3022790434652466,22.0,15.0
11,95,59,0.30646368464746193,23.0,15.0
12,100,60,0.3092893449277123,22.5,15.0
13,105,65,0.31211950679776046,22.0,15.0
14,110,68,0.31399368720391174,23.5,14.0
15,115,72,0.31731381298815436,22.5,14.0
16,120,76,0.3334778669324721,24.0,14.0
17,125,78,0.3335320748291912,24.0,14.0
18,130,82,0.334325466147009,24.0,14.0
19,135,87,0.3409782257708844,24.0,14.0
20,140,91,0.34283817835373287,24.0,14.0
21,145,92,0.3428833594455174,23.5,14.0
22,150,96,0.34458072755568164,23.0,14.0
23,155,97,0.3875791511304092,23.0,14.0
24,160,102,0.38972079528285714,22.5,14.0
25,165,105,0.3899491832089721,23.0,14.0
26,170,108,0.39013356914044284,22.5,14.0
27,175,111,0.3901955633638337,22.0,14.0
28,180,114,0.39043130333168435,22.0,14.0
29,185,118,0.39069985352362896,22.0,14.0
30,190,122,0.39150813072287866,22.5,14.0
31,195,126,0.39289970772443894,22.5,14.0
32,200,130,0.3933775769524704,22.5,14.0
33,205,132,0.39355770575028787,23.0,14.0
34,210,134,0.39375671741375745,22.5,14.0
35,215,137,0.39380149370104495,23.0,14.0
36,220,141,0.3940636212802456,23.0,14.0
37,225,144,0.3940704580681572,23.0,14.0
38,230,145,0.39435788378473574,23.0,14.0
39,235,150,0.3947288040091581,22.5,14.0
40,240,154,0.3952313819245126,22.5,14.0
41,245,156,0.3999030624817507,22.5,14.0
42,250,159,0.39998094870302675,22.0,14.0
43,255,161,0.3999921576332536,22.0,14.0
44,260,165,0.40021544240734674,22.0,14.0
45,265,170,0.40027396179007113,22.0,14.0
46,270,173,0.4002810666252234,22.0,14.0
47,275,176,0.4006601480581637,22.0,14.0
48,280,178,0.40079811650764907,22.0,14.0
49,285,181,0.40098608588952306,22.0,14.0
50,290,184,0.4010884431116165,22.0,14.0
