iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,26,0.16180113772224858,25.0,16.0
2,50,27,0.17717670012900436,24.0,15.0
3,55,24,0.20569399999824245,24.5,15.0
4,60,29,0.22437669465615584,25.0,15.0
5,65,30,0.24410969248968897,24.0,15.0
6,70,35,0.25622107082427736,24.0,15.0
7,75,39,0.2761350007528743,24.0,15.0
8,80,43,0.2800412038135014,24.0,15.0
9,85,48,0.281234537312538,24.0,15.0
10,90,52,0.3109590084312189,24.0,15.0
11,95,56,0.3128932839319517,24.0,14.0
12,100,60,0.31322157617204843,24.0,14.0
13,105,60,0.31419224775309657,24.0,14.0
14,110,63,0.3146152830162675,24.0,14.0
15,115,65,0.3262865330969491,23.0,14.0
16,120,70,0.3292634335417196,24.0,14.0
17,125,74,0.3316107784406103,24.0,14.0
18,130,75,0.3317965663004301,24.0,14.0
19,135,79,0.340167942174599,24.0,14.0
20,140,83,0.3427590554625478,24.0,14.0
21,145,87,0.34336061318030753,24.0,14.0
22,150,91,0.343833311235531,23.0,14.0
23,155,93,0.34711439721666765,23.0,14.0
24,160,95,0.3472461671119226,23.0,14.0
25,165,98,0.3476398540500826,23.0,14.0
26,170,102,0.34798374112116504,23.0,14.0
27,175,106,0.3485973345280787,22.5,14.0
28,180,109,0.3486100571062219,23.0,14.0
29,185,111,0.34952522420282545,23.0,14.0
30,190,113,0.35060972647988436,23.0,14.0
31,195,114,0.3506109576562341,23.0,14.0
32,200,116,0.3506576841889272,23.0,14.0
33,205,118,0.3508751489689711,22.5,14.0
34,210,121,0.3513974737700571,23.0,14.0
35,215,125,0.35183985851651783,23.0,14.0
36,220,128,0.3519780502952947,23.0,14.0
37,225,131,0.3564002999891389,23.0,14.0
38,230,134,0.35655713011692375,23.0,14.0
39,235,137,0.35677243872415676,23.0,14.0
40,240,139,0.36006590667332883,23.0,14.0
41,245,143,0.36030859106274393,23.0,14.0
42,250,146,0.3612018910703109,23.0,14.0
43,255,148,0.36132191846980377,23.0,14.0
44,260,150,0.3613368268495465,23.0,14.0
45,265,153,0.3613882387201388,23.0,14.0
46,270,157,0.3614502282236033,23.0,14.0
47,275,155,0.3626556340256048,23.0,14.0
48,280,158,0.3635784973378555,23.0,14.0
49,285,161,0.3652901383568383,23.0,14.0
50,290,156,0.398771988974816,23.0,14.0
