iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,25,0.15490287736787645,23.0,17.0
2,50,30,0.19138653215609056,23.0,15.0
3,55,29,0.22284770761099945,23.0,15.0
4,60,34,0.22953542671034768,23.0,15.0
5,65,35,0.2391148370305652,23.0,15.0
6,70,37,0.25169356588872643,24.0,15.0
7,75,40,0.262061772702777,23.5,15.0
8,80,45,0.26494969155362713,24.0,15.0
9,85,50,0.2707449824331565,23.0,15.0
10,90,55,0.2719832491961057,23.0,15.0
11,95,58,0.2759937546798988,23.5,15.0
12,100,62,0.27625393161765227,23.0,15.0
13,105,65,0.2773703542211679,23.0,15.0
14,110,70,0.28116183524511507,24.0,14.0
15,115,75,0.28423697975120754,24.0,14.0
16,120,78,0.28707583957866223,23.5,14.0
17,125,79,0.28920274414350866,24.0,14.0
18,130,84,0.2898985255540021,24.0,14.0
19,135,87,0.31743363712081013,24.0,14.0
20,140,86,0.3191300070144007,24.0,14.0
21,145,91,0.31988765199986247,24.0,14.0
22,150,95,0.3343743957445103,24.0,14.0
23,155,100,0.3418218388052339,23.5,14.0
24,160,103,0.3421645810494678,23.0,14.0
25,165,108,0.34981505399676066,23.5,14.0
26,170,110,0.3499166176416695,23.0,14.0
27,175,113,0.3524530070055791,23.0,14.0
28,180,113,0.3524530070055791,23.0,14.0
29,185,115,0.35495226239659206,23.0,14.0
30,190,119,0.3550165011179385,23.0,14.0
31,195,115,0.3934010693085375,22.0,14.0
32,200,119,0.39373564614166273,22.0,14.0
33,205,123,0.39399469390616026,22.0,14.0
34,210,127,0.39585247715631405,22.0,14.0
35,215,130,0.3959759352893791,22.0,14.0
36,220,135,0.39654838107568374,22.0,14.0
37,225,140,0.39856201654243845,22.0,14.0
38,230,142,0.398834533785223,22.0,14.0
39,235,145,0.3993959963247745,22.0,14.0
40,240,147,0.39942332820169496,22.0,14.0
41,245,149,0.39947291742605406,22.0,14.0
42,250,150,0.3994738066272556,22.0,14.0
43,255,155,0.39974806858932865,22.0,14.0
44,260,158,0.3998351809729918,22.0,14.0
45,265,162,0.39994475456902506,22.0,14.0
46,270,164,0.400116938750109,22.0,14.0
47,275,167,0.400168105395772,22.0,14.0
48,280,168,0.4002538693440217,22.0,14.0
49,285,172,0.4006973284362443,22.0,14.0
50,290,175,0.40082230833872134,22.0,14.0
