iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,25,0.08465026044590192,23.0,17.0
2,50,30,0.11992162485913735,23.0,15.0
3,55,34,0.12494330774119321,24.0,15.0
4,60,38,0.13084645671669023,23.0,15.0
5,65,41,0.13878260101482034,23.0,15.0
6,70,46,0.16099504419532687,23.0,15.0
7,75,51,0.16262998175911234,23.0,15.0
8,80,54,0.165812675822363,23.0,15.0
9,85,57,0.16865079482742762,23.0,15.0
10,90,59,0.17434229084636252,23.0,15.0
11,95,60,0.17908946373539072,23.0,15.0
12,100,64,0.18195281573436015,23.0,15.0
13,105,68,0.1851906530629999,23.0,15.0
14,110,71,0.1867944017095931,23.0,15.0
15,115,75,0.1871691253241296,22.0,15.0
16,120,78,0.1878851019483286,22.0,15.0
17,125,81,0.19107420113616905,23.0,15.0
18,130,85,0.19127032112936604,23.0,15.0
19,135,88,0.19193659439889016,23.0,15.0
20,140,86,0.21959999870010394,23.0,15.0
21,145,89,0.22086250036173777,22.0,15.0
22,150,92,0.22610294605609088,22.0,15.0
23,155,97,0.2381178952914376,22.0,15.0
24,160,100,0.2382800612542844,22.0,14.0
25,165,104,0.2386180905287656,22.0,14.0
26,170,109,0.23878217278165575,22.0,14.0
27,175,113,0.23976347740306328,22.0,14.0
28,180,116,0.23998067296022013,22.0,14.0
29,185,119,0.2401467463424358,22.0,14.0
30,190,121,0.2401709401828453,22.0,14.0
31,195,123,0.24017350634497578,22.0,14.0
32,200,126,0.2402652630435759,22.0,14.0
33,205,128,0.2403509047980453,22.0,14.0
34,210,130,0.24036436696241706,22.0,14.0
35,215,134,0.24054816164981585,22.0,14.0
36,220,133,0.2414030140501588,22.0,14.0
37,225,137,0.2414234468736005,22.0,14.0
38,230,142,0.24191309204356337,22.0,14.0
39,235,144,0.24204877019909551,22.0,14.0
40,240,146,0.24225385995554552,22.0,14.0
41,245,150,0.2423138432136333,22.0,14.0
42,250,152,0.2424859573321779,22.0,14.0
43,255,155,0.2425571011670508,22.0,14.0
44,260,158,0.2425815690943972,22.0,14.0
45,265,161,0.2426513060709377,22.0,14.0
46,270,162,0.2426513436871502,22.0,14.0
47,275,163,0.2426544859764205,22.0,14.0
48,280,166,0.24297187389164449,22.0,14.0
49,285,169,0.2430597793745772,22.0,14.0
50,290,170,0.24308483239843362,22.0,14.0
