SMILES,pred_SI,PfDHFR,hDHFR,SI,physical
CN1C(=O)CC(c2cccs2)Sc2ccccc21,1.5218195815746611,-5.986,-5.592,0.39400000000000013,False
CN1C(=O)c2ccccc2N(C)C1c1cccs1,1.4752022014146604,-7.702,-7.058,0.6440000000000001,True
CN1CCC(=O)[C@]2(C1)[C@@H](c1ccccc1Cl)CN(C)[C@@]21C(=O)Nc2ccccc21,1.4443988157185714,-4.661,1.145,5.805999999999999,False
O=C1c2ccccc2NC(c2cccs2)N1NS(=O)(=O)c1ccccc1,1.4114830944704515,-9.302,-6.742,2.5599999999999996,True
O=C1Nc2ccccc2C12CCN(c1nccs1)CC2,1.2609875535380546,-8.606,-7.852,0.7539999999999996,True
c1csc(C2CCCN(c3ncnc4cc(N5CCOCC5)ccc34)C2)c1,1.1642392477855736,-9.089,-10.04,-0.9509999999999987,True
COC(=O)CN1C(=O)c2ccccc2[C@H](C(=O)Nc2cccc(C#N)c2)[C@H]1c1cccs1,1.156640233337665,-7.634,-7.504,0.13000000000000078,True
O=C(C1=C(O)C(=O)N(CCc2ccccc2)C1c1cccs1)c1ccco1,1.0992913763890328,-8.601,-8.898,-0.2969999999999988,True
CCN1C(=O)NC(c2cccs2)C(C(C)=O)=C1C,1.0971898159446596,-6.832,-7.072,-0.2400000000000002,False
c1csc([C@@H]2CN3CCC[C@H]3c3ccsc32)c1,1.0925926905920278,-7.937,-6.879,1.0580000000000007,True
CCOc1ccc(C2=NN=C(c3cccs3)Nc3ccc(OC)cc32)cc1,1.0686672683784195,-7.167,-5.223,1.944,True
CCN(CC)CCN1C(=O)C(O)=C(C(=O)c2cc3cccc(OC)c3o2)C1c1cccs1,1.0353735455258288,-7.771,-8.521,-0.7500000000000009,True
COc1c(C(=O)N2CCOC(c3cccs3)C2)c(C)nn1C,1.0274485189722782,-8.397,-7.017,1.38,True
O=C(NC1CCCCC1)C(c1ccc(F)cc1)N(Cc1cccs1)C(=O)CN1C(=O)c2ccccc2S1(=O)=O,1.0029435765807904,-10.12,-7.427,2.6929999999999996,True
CCOC(=O)C1=C(C)N=C(S)NC1c1cccs1,0.9985471963383361,-6.259,-6.027,0.2320000000000002,False
COc1ccc([C@@H]2Sc3ccccc3N3C(=O)CCC23)cc1,0.9904870649568807,-8.289,-7.514,0.7749999999999995,True
O=c1c2ccccc2sc2c(C3=NCCN3)cccc12,0.9827648044990909,-8.871,-8.151,0.7200000000000006,True
COc1ccc2c3c1O[C@@H]1c4[nH]c5ccccc5c4C[C@H]4[C@@H](C2)N(C)CC[C@]314,0.9821642398408486,-8.164,-7.161,1.0030000000000001,True
COc1cccc2c1OCN(c1ccc3oc(-c4ccccc4)cc(=O)c3c1)C2,0.9764754188221687,-6.933,-5.032,1.9009999999999998,False
C=C(C)CN1CCC23c4c5ccc(OC)c4O[C@H]2c2oc4ccccc4c2C[C@@]3(O)C1C5,0.9749054497124732,-9.326,-6.673,2.6530000000000005,True
