iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,23,0.16477820140421934,24.0,15.0
2,50,24,0.188647583082614,22.5,15.0
3,55,29,0.19303080156788652,22.0,15.0
4,60,30,0.19650973681416448,21.0,15.0
5,65,34,0.20638065044677262,21.5,15.0
6,70,37,0.22405489488912056,21.0,15.0
7,75,39,0.22986211528302608,21.0,15.0
8,80,43,0.2313803456781267,21.0,15.0
9,85,47,0.23558549580918006,21.0,15.0
10,90,49,0.27491196658649364,21.0,15.0
11,95,53,0.27668986083527136,21.0,15.0
12,100,57,0.278640365364193,21.0,15.0
13,105,60,0.2837026855306411,21.0,15.0
14,110,65,0.29477020869086407,22.0,15.0
15,115,68,0.30799128872530274,21.5,15.0
16,120,71,0.30874527686752945,21.0,15.0
17,125,74,0.30882969024332324,21.5,15.0
18,130,78,0.33333313832003303,22.0,15.0
19,135,82,0.3401281875683425,21.5,15.0
20,140,83,0.3402276408718978,22.0,15.0
21,145,85,0.3422065427135518,22.0,14.0
22,150,89,0.3484966834290605,22.0,14.0
23,155,91,0.35245576346497026,22.0,14.0
24,160,95,0.3569272246945949,22.0,14.0
25,165,96,0.35699692732699256,22.5,14.0
26,170,97,0.35702023452123016,22.0,14.0
27,175,100,0.3572091414836613,22.5,14.0
28,180,104,0.35904988148815087,23.0,14.0
29,185,107,0.36120553385091914,23.0,14.0
30,190,110,0.39476759946453094,23.0,14.0
31,195,111,0.39505155583480134,23.0,14.0
32,200,115,0.39658739338559745,23.0,14.0
33,205,120,0.3971772660323762,22.5,14.0
34,210,123,0.3974844630369584,22.0,14.0
35,215,126,0.39767981700801125,22.0,14.0
36,220,130,0.39782337564270515,22.0,14.0
37,225,132,0.3978774866016466,22.0,14.0
38,230,135,0.39797469195583945,22.0,14.0
39,235,137,0.39799838041214325,22.0,14.0
40,240,139,0.39803516589148696,22.0,14.0
41,245,142,0.3982483814601453,22.0,14.0
42,250,145,0.3982986026709425,22.0,14.0
43,255,148,0.3983405031030527,22.0,14.0
44,260,151,0.39851545793557946,22.0,14.0
45,265,155,0.3987296472618452,22.0,14.0
46,270,156,0.3988698451168641,22.0,14.0
47,275,160,0.4015848866109158,22.0,14.0
48,280,161,0.40158683375332227,22.0,14.0
49,285,166,0.4016666243029999,22.0,14.0
50,290,169,0.4016722190865921,22.0,14.0
