SMILES,pred_SI,PfDHFR,hDHFR,SI,physical
CNC(C)C(=O)Nc1cc(-c2c(OC)ccc3nccnc23)cc(NC(=O)c2ccc(Cl)cn2)n1,2.6043496350803963,-7.118,-5.269,1.8490000000000002,True
O=C1Nc2ccccc2C12CCN(c1nccs1)CC2,1.9456690576193552,-8.606,-7.852,0.7539999999999996,True
CNC(C)C(=O)Nc1cc(-c2cccc3nc(C)c(C)n23)cc(NC(=O)c2ccc(Cl)cn2)n1,1.8689196381266484,-8.677,-5.075,3.6019999999999994,True
O=C(O)C1=C2C(=O)Nc3cccc(c32)C2(C1)C(=O)Nc1ccccc12,1.8382098450635311,-11.38,-10.27,1.1100000000000012,True
COc1ccc2c(c1)C(c1ccc(O)cc1)(c1ccc(O)cc1)C(=O)N2,1.8202127129050467,-9.456,-8.567,0.8889999999999993,True
O=C(CC1(O)C(=O)Nc2ccccc21)c1ccc(-n2cnnn2)cc1,1.8163610644141244,-9.231,-10.17,-0.9390000000000001,True
Cc1[nH]c2ccccc2c1C(=O)CC1(O)C(=O)Nc2ccccc21,1.7992090442769069,-10.36,-9.566,0.7939999999999987,True
CC(C(=O)c1ccccc1)C1(O)C(=O)Nc2ccccc21,1.745708557771323,-9.387,-9.889,-0.5019999999999989,True
COc1cccc(-n2c(=S)[nH]c3c(oc4ccccc43)c2=O)c1,1.6887094484854615,-8.364,-7.599,0.7650000000000006,True
COC(=O)[C@@H]1C[C@H](C)N(C(=O)c2ccccn2)[C@@]12C(=O)Nc1ccccc12,1.5909268246198423,-7.622,-5.449,2.173,True
CN1C/C(=C\c2ccc(F)cc2)C(=O)[C@]2(C1)[C@@H](c1ccc(F)cc1)CN(C)[C@@]21C(=O)N(C)c2ccccc21,1.5751510917034324,-0.5955,6.096,6.6915000000000004,False
CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(OC)ccc3ccccc23)c2ccc(C#N)cc2N(C(C)=O)[C@H]1C.Cl,1.570463133959052,,,,False
CC1(C)C(=O)N(c2ccc(C#N)cc2)C(=O)c2ccccc21,1.5565360281557687,-9.983,-8.125,1.8580000000000005,True
COc1ccc2c(c1)C1(CC(=O)Nc3c1cnn3Cc1ccc(Cl)cc1)C(=O)N2,1.5278241056052906,-9.197,-10.89,-1.6930000000000014,True
CC(=O)C(O)C(c1ccccc1)c1c(O)c2ccccc2oc1=O,1.5257559974958426,-9.875,-9.133,0.7420000000000009,True
COc1cc2sc3ccc(C#Cc4ccccn4)cc3c(=O)c2cc1OC,1.5211262498199147,-7.058,-2.818,4.24,True
CCOC(=O)[C@H]1[C@@H]2C=C[C@@H](C2)[C@]12C(=O)Nc1ccccc12,1.5026959675195997,-8.075,-7.84,0.23499999999999943,True
Cc1c(Cl)c(=O)oc2cc3[nH]c4ccccc4c3cc12,1.4402504218500454,-8.937,-9.392,-0.45500000000000007,True
O=C1Nc2ccc(Br)cc2C1(O)c1ccccc1,1.4009437560610323,-8.102,-7.651,0.4510000000000005,True
CCc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)C(=O)N2,1.365488831601951,-9.651,-8.735,0.9160000000000004,True
