iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,34,0.0871583121344041,27.0,14.0
2,50,35,0.09992024207738337,25.0,14.0
3,55,40,0.10041973024596065,25.0,14.0
4,60,42,0.10160017773528804,25.0,14.0
5,65,46,0.10674379608825833,25.0,14.0
6,70,50,0.10808228428094456,24.5,14.0
7,75,51,0.10823883639125037,24.0,14.0
8,80,51,0.11082844559606915,23.0,14.0
9,85,50,0.11922876985098768,23.0,14.0
10,90,53,0.12299981246557978,23.0,14.0
11,95,55,0.12623951603202913,23.0,14.0
12,100,60,0.13514707883378568,22.5,14.0
13,105,61,0.16740201424537024,23.0,14.0
14,110,63,0.16742485897425338,23.0,14.0
15,115,63,0.16791110761299477,23.0,14.0
16,120,64,0.17078011942885885,23.0,14.0
17,125,67,0.17103014177882428,23.0,14.0
18,130,70,0.18482241039558048,23.0,14.0
19,135,72,0.18885908554119926,23.0,14.0
20,140,66,0.19620159382340172,24.0,14.0
21,145,68,0.19720374926137452,23.0,14.0
22,150,67,0.19828103229691213,24.0,14.0
23,155,71,0.21076656027000398,23.0,14.0
24,160,74,0.21199101251420646,24.0,14.0
25,165,75,0.2120548502990507,24.0,14.0
26,170,76,0.21522730643191434,23.5,14.0
27,175,79,0.21536411545704587,23.0,14.0
28,180,80,0.21536411545704587,23.0,14.0
29,185,80,0.22779758344090278,23.0,14.0
30,190,82,0.2278157327337117,23.0,14.0
31,195,83,0.2280806161102265,23.0,14.0
32,200,82,0.23021478572449636,23.0,14.0
33,205,84,0.2382654714466452,23.0,14.0
34,210,88,0.23989508533939288,23.0,14.0
35,215,91,0.2424145560523563,23.0,14.0
36,220,92,0.24248574558162106,23.5,14.0
37,225,94,0.2441409556717391,24.0,14.0
38,230,96,0.24425848080669804,24.0,14.0
39,235,98,0.2442717622594601,24.0,14.0
40,240,99,0.24427869075314412,24.0,14.0
41,245,101,0.24427911963253834,24.0,14.0
42,250,100,0.2461810868109382,24.0,14.0
43,255,102,0.24628104809956564,24.0,14.0
44,260,104,0.24652306880146777,24.0,14.0
45,265,107,0.2687156934877601,24.0,14.0
46,270,109,0.26923350342188385,24.0,14.0
47,275,109,0.2726175137879696,24.0,14.0
48,280,100,0.2776086185948192,24.0,14.0
49,285,99,0.27841242398164967,24.0,14.0
50,290,99,0.27846473178280023,24.0,14.0
