SMILES,pred_SI,PfDHFR,hDHFR,SI,physical
CN1CCC(=O)[C@]2(C1)[C@@H](c1ccccc1Cl)CN(C)[C@@]21C(=O)Nc2ccccc21,1.5184153458054723,-4.661,1.145,5.805999999999999,False
CCOC(=O)[C@H]1[C@@H]2C=C[C@@H](C2)[C@]12C(=O)Nc1ccccc12,1.2430645920090129,-8.075,-7.84,0.23499999999999943,True
COc1cc2sc3ccc(C#Cc4ccccn4)cc3c(=O)c2cc1OC,1.168271675539387,-7.058,-2.818,4.24,True
O=C1Nc2ccccc2C12CCN(c1nccs1)CC2,1.1627769678054207,-8.606,-7.852,0.7539999999999996,True
O=C1Nc2ccccc2CC12CCCN2Cc1cccnc1,1.1611075294438962,-10.04,-9.741,0.2989999999999995,True
CSc1ccc([C@@H]2CN(C)[C@]3(C(=O)Nc4ccccc43)[C@@]23C(=O)Oc2ccccc23)cc1,1.1328684105628568,-4.902,2.29,7.192,False
Cl.c1ccc2c(c1)CCC21CCN(CC2CCCCC2)CC1,1.1233676277183875,,,,False
COc1ccc2c(c1)C(c1ccc(O)cc1)(c1ccc(O)cc1)C(=O)N2,1.1206733802977737,-9.456,-8.567,0.8889999999999993,True
CCOC(=O)C1Nc2ccccc2C2c3ccccc3CC12,1.0780430840410489,-9.023,-8.908,0.11500000000000021,True
COc1ccc(OC)c(CN2CCCCCC2c2cccs2)c1,1.011012962527282,-6.388,-5.637,0.7510000000000003,False
CCOC(=O)C1Sc2ccccc2NC1=O,1.0023524184916894,-7.051,-6.657,0.39400000000000013,True
Cc1[nH]c2ccccc2c1C(=O)CC1(O)C(=O)Nc2ccccc21,0.9967667663965614,-10.36,-9.566,0.7939999999999987,True
COc1ccccc1Cn1c(=O)c2c(n3nnnc13)-c1ccccc1CC21CCCC1,0.9918225753286976,-10.32,-9.696,0.6240000000000006,True
CCCCCNC(=O)C1C(=O)Nc2ccccc2C(=O)N1c1ccc(OC)cc1,0.9864642959291032,-7.035,-6.254,0.7810000000000006,True
CCCCN1CCC2(CCCc3ccccc32)CC1.Cl,0.976166325110583,,,,False
CCNC12CCCCC1CCc1ccccc12,0.9715606994245647,-8.593,-8.617,-0.02400000000000091,True
COc1ccc([C@@H]2Sc3ccccc3N3C(=O)CCC23)cc1,0.9609326458859186,-8.289,-7.514,0.7749999999999995,True
OCC[C@@H]1Cc2ccccc2C2(CCN(CC3CCCCC3)CC2)O1,0.9597556327527741,-8.737,-7.882,0.8550000000000004,True
O=C1c2ccccc2NC(c2cccs2)N1NS(=O)(=O)c1ccccc1,0.9587354561700963,-9.302,-6.742,2.5599999999999996,True
COc1cc2c(cc1OC)[C@H](CCCC[C@H]1NCCc3cc(OC)c(OC)cc31)NCC2,0.9476367606678977,-9.355,-10.06,-0.7050000000000001,True
