iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,24,0.16935945668450278,25.0,17.0
2,50,29,0.18334845033404987,27.0,17.0
3,55,32,0.1987068037829098,25.0,16.0
4,60,33,0.22208620680347785,25.0,16.0
5,65,35,0.23667656291936487,23.0,14.0
6,70,40,0.2418106390803843,23.5,14.0
7,75,41,0.26752213741124875,23.0,14.0
8,80,45,0.2698953969714423,23.0,14.0
9,85,48,0.2757932084470939,23.0,14.0
10,90,50,0.3019545124747838,23.5,14.0
11,95,55,0.3097128576065398,23.0,14.0
12,100,60,0.3146196788973242,23.0,14.0
13,105,63,0.3148561992174025,23.0,14.0
14,110,65,0.3166234542381898,23.0,14.0
15,115,70,0.3190819952840328,23.0,14.0
16,120,75,0.3194298904874112,23.0,14.0
17,125,77,0.32683405316555675,22.0,14.0
18,130,81,0.3303247132198606,23.0,14.0
19,135,83,0.33431300493028826,22.0,14.0
20,140,85,0.3351939300203819,22.0,14.0
21,145,89,0.33668090664176303,22.0,14.0
22,150,93,0.33683308527146644,22.0,14.0
23,155,98,0.33732181050140975,21.5,14.0
24,160,101,0.337361701559577,21.0,14.0
25,165,106,0.33774277793561047,21.0,14.0
26,170,108,0.33785935258100475,21.0,14.0
27,175,110,0.3378845211411515,21.0,14.0
28,180,113,0.340196439926264,21.0,14.0
29,185,117,0.34052286180016483,21.0,14.0
30,190,120,0.3418334094888445,21.0,14.0
31,195,122,0.34343176847414597,21.0,14.0
32,200,125,0.3446232106620263,21.0,14.0
33,205,128,0.34481792060763344,21.0,14.0
34,210,133,0.3451508872277353,21.0,14.0
35,215,135,0.34528047007343393,21.0,14.0
36,220,136,0.34676615184399634,21.0,14.0
37,225,139,0.35328909326534574,21.0,14.0
38,230,141,0.35329044007856536,21.0,14.0
39,235,143,0.35346536534548273,21.0,14.0
40,240,141,0.36087848321022326,21.0,14.0
41,245,145,0.3674330912951187,21.0,14.0
42,250,148,0.3696222652624041,21.0,14.0
43,255,151,0.36974329605153894,21.0,14.0
44,260,156,0.3700406291307444,21.0,14.0
45,265,158,0.3700751917449412,21.0,14.0
46,270,159,0.37007599331988006,21.0,14.0
47,275,161,0.37019279776078406,21.0,14.0
48,280,163,0.3702940420198227,21.0,14.0
49,285,163,0.3702940420198227,21.0,14.0
50,290,164,0.3702940446016428,21.0,14.0
