iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,23,0.16330038950245018,23.0,14.0
2,50,23,0.20404461504676286,23.0,14.0
3,55,27,0.21012230697765386,23.0,14.0
4,60,32,0.21130003390515795,23.0,14.0
5,65,34,0.24948590621786798,24.0,14.0
6,70,38,0.2683520667251327,24.0,14.0
7,75,39,0.28187782087179997,24.0,14.0
8,80,42,0.2838989497613249,24.0,14.0
9,85,46,0.28698096120334493,23.0,14.0
10,90,50,0.28824047038845435,23.0,14.0
11,95,54,0.29010403385706585,22.5,14.0
12,100,56,0.3061026312096226,21.5,14.0
13,105,60,0.3113982507827622,21.0,14.0
14,110,63,0.32321334877201585,23.0,14.0
15,115,67,0.32402338184930457,22.0,14.0
16,120,71,0.3278656135539804,22.0,14.0
17,125,76,0.3427719617159026,22.5,14.0
18,130,78,0.3429398127285228,22.5,14.0
19,135,81,0.34318646755784554,23.0,14.0
20,140,86,0.35005092319388637,22.5,14.0
21,145,88,0.3502242153926174,22.0,14.0
22,150,91,0.35469373702337437,22.0,14.0
23,155,95,0.359906237826569,22.0,14.0
24,160,97,0.3622177463968712,22.0,14.0
25,165,101,0.36226261734028886,21.0,14.0
26,170,104,0.3624964858626786,21.0,14.0
27,175,108,0.36286091088069333,21.5,14.0
28,180,111,0.36364904512153157,22.0,14.0
29,185,113,0.3639152020093601,21.0,14.0
30,190,118,0.3960000938828101,22.0,14.0
31,195,122,0.3961378437609237,21.5,14.0
32,200,126,0.39644932000094696,22.0,14.0
33,205,130,0.39651605432061665,22.0,14.0
34,210,135,0.3968874568157813,22.0,14.0
35,215,138,0.39705311486873424,22.0,14.0
36,220,141,0.39719538516978775,22.0,14.0
37,225,144,0.3972569657020117,22.0,14.0
38,230,147,0.3973001363187443,22.0,14.0
39,235,151,0.39739878446319743,22.0,14.0
40,240,154,0.39756979540812093,22.0,14.0
41,245,158,0.39782303062679614,22.0,14.0
42,250,158,0.39899803317705923,22.0,14.0
43,255,161,0.39925008547719687,22.0,14.0
44,260,164,0.40002327281409217,21.5,14.0
45,265,165,0.4004516498031704,22.0,14.0
46,270,168,0.4008910459593036,22.0,14.0
47,275,169,0.4008915785926991,22.0,14.0
48,280,172,0.40090771446251283,21.5,14.0
49,285,176,0.401087812697259,21.0,14.0
50,290,178,0.40394944743338657,21.0,14.0
