iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,9,0.10897045753346385,27.0,15.0
2,50,10,0.11856842364290929,27.0,15.0
3,55,12,0.14508342549007325,26.0,15.0
4,60,13,0.15163801613100922,27.0,15.0
5,65,16,0.17438968382491402,24.5,15.0
6,70,18,0.17963463522169065,24.5,15.0
7,75,19,0.17998982491943122,25.0,15.0
8,80,21,0.1817370402158819,25.0,15.0
9,85,22,0.18757384901869537,26.0,15.0
10,90,22,0.2097458653913136,24.5,15.0
11,95,24,0.2097458653913136,26.0,15.0
12,100,24,0.2097458653913136,26.0,15.0
13,105,25,0.2098850749053127,25.0,15.0
14,110,25,0.2098850749053127,25.0,15.0
15,115,26,0.223300071434527,24.5,15.0
16,120,26,0.223300071434527,24.5,15.0
17,125,28,0.22367375463669326,23.0,15.0
18,130,28,0.22367375463669326,23.0,15.0
19,135,30,0.22542751433128408,24.5,15.0
20,140,31,0.23029858467614944,25.0,15.0
21,145,32,0.2370766050855383,23.0,14.0
22,150,32,0.2370766050855383,23.0,14.0
23,155,32,0.2370766050855383,23.0,14.0
24,160,33,0.23707995737754795,24.0,14.0
25,165,34,0.2386239453172428,25.5,14.0
26,170,35,0.23874444211197046,24.0,14.0
27,175,35,0.23874444211197046,24.0,14.0
28,180,35,0.23874444211197046,24.0,14.0
29,185,35,0.23874444211197046,24.0,14.0
30,190,36,0.23886588984512913,23.5,14.0
31,195,37,0.2445577777334476,24.0,14.0
32,200,38,0.24485921077308942,23.5,14.0
33,205,38,0.24485921077308942,23.5,14.0
34,210,38,0.272519797179151,23.5,14.0
35,215,39,0.2827763034732929,23.0,14.0
36,220,39,0.2827763034732929,23.0,14.0
37,225,39,0.2827763034732929,23.0,14.0
38,230,40,0.2827884016202251,22.5,14.0
39,235,41,0.28294505569497064,23.0,14.0
40,240,41,0.28294505569497064,23.0,14.0
41,245,42,0.283738623271593,22.5,14.0
42,250,42,0.283738623271593,22.5,14.0
43,255,44,0.2840082606633257,22.0,14.0
44,260,45,0.2863038903284255,22.0,14.0
45,265,46,0.28630500622135796,22.0,14.0
46,270,47,0.2863127288123832,22.0,14.0
47,275,48,0.288759650136757,22.0,14.0
48,280,48,0.288759650136757,22.0,14.0
49,285,48,0.288759650136757,22.0,14.0
50,290,50,0.2889931614269841,22.0,14.0
51,295,50,0.2889931614269841,22.0,14.0
52,300,50,0.2889931614269841,22.0,14.0
53,305,51,0.28901085923577907,22.0,14.0
54,310,52,0.289367007456393,22.0,14.0
55,315,53,0.28945925785808335,22.0,14.0
56,320,54,0.2894639266121458,22.5,14.0
57,325,54,0.29921085250672347,22.5,14.0
58,330,54,0.29921085250672347,22.5,14.0
59,335,54,0.29921085250672347,22.5,14.0
60,340,56,0.2996714179041049,22.0,14.0
61,345,57,0.29967767566345993,22.0,14.0
62,350,57,0.29967767566345993,22.0,14.0
63,355,57,0.29967767566345993,22.0,14.0
64,360,58,0.2997965964316928,22.0,14.0
65,365,59,0.2997965964316928,22.0,14.0
66,370,59,0.2997965964316928,22.0,14.0
67,375,61,0.2998182249204234,22.0,14.0
68,380,62,0.29987460254624826,22.0,14.0
69,385,62,0.29987460254624826,22.0,14.0
70,390,63,0.2999428134970957,22.0,14.0
71,395,63,0.2999428134970957,22.0,14.0
72,400,64,0.29994318691522087,22.0,14.0
73,405,64,0.29994318691522087,22.0,14.0
74,410,64,0.29994318691522087,22.0,14.0
75,415,65,0.29994318691522087,22.0,14.0
76,420,66,0.29994318691522087,22.0,14.0
77,425,66,0.29994318691522087,22.0,14.0
78,430,67,0.301929754345177,22.0,14.0
79,435,67,0.301929754345177,22.0,14.0
80,440,68,0.3020537155003523,22.5,14.0
81,445,68,0.3020537155003523,22.5,14.0
82,450,71,0.30205606054504497,24.0,14.0
83,455,71,0.30205606054504497,24.0,14.0
84,460,71,0.30205606054504497,24.0,14.0
85,465,71,0.30205606054504497,24.0,14.0
