SMILES,pred_SI,PfDHFR,hDHFR,SI,physical
COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,2.083451366091893,-8.295,-8.414,-0.11899999999999977,True
O=c1c(-c2ccc(O)cc2)coc2cc(OCCCn3ccnc3)cc(O)c12,1.8842009899553531,-8.626,-7.924,0.7019999999999991,True
O=c1c(-c2ccc(O)cc2)coc2cc(OCCCCN3CCCCC3)cc(O)c12,1.7404173236516414,-8.367,-8.643,-0.2759999999999998,True
O=c1c(-c2ccc(O)cc2)coc2cc(OCCN3CCCCC3)cc(O)c12,1.7349444554475184,-8.346,-8.298,0.04800000000000004,True
COc1cc2sc3ccc(C#Cc4ccccn4)cc3c(=O)c2cc1OC,1.7247659082864288,-7.058,-2.818,4.24,True
CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCOc2ccc(-n3ccnc3)cc2)cc1,1.6385356086345055,-7.815,-8.622,-0.8069999999999995,True
O=C(C1CCCCC1)N1CC(=O)N2[C@@H](CO)[C@H](c3ccc(C#Cc4cccc(F)c4)cc3)[C@@H]2C1,1.6359645267564957,-8.144,-6.243,1.9009999999999998,True
CCOC(=O)COc1ccc2c(=O)c(-c3ccccc3)coc2c1,1.622765633877595,-8.266,-8.076,0.1899999999999995,True
COc1c(O)ccc(-c2coc3cc(O)ccc3c2=O)c1O,1.617686751755329,-7.878,-7.578,0.2999999999999998,True
Cn1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2ccc(F)cc2F)c2cc[nH]c2c1=O,1.5768849438306987,-9.67,-9.029,0.641,True
COc1ccc2c(=O)c(-c3ccc(O)cc3)coc2c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.5662980185093716,-8.774,-7.603,1.1709999999999994,True
Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1c(C)noc1C,1.5481697230369633,-9.133,-8.518,0.6149999999999984,True
Cn1c(N2CCN(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)nc2ccccc21,1.5318415934336684,-7.955,-7.805,0.15000000000000036,True
Cn1cncc1C#Cc1ccn2c(-c3cccc(NC(=O)NCC(F)(F)F)c3)cnc2c1,1.523862976155126,-8.996,-8.406,0.5899999999999999,True
N#Cc1ccc2c(c1)CN(C(=O)Nc1ccc(-c3c[nH]c(=O)c4ccccc34)cc1)C2,1.5095279122683003,-8.569,-6.649,1.9200000000000008,True
CS(=O)(=O)N1CC(=O)N2[C@H](CO)[C@H](c3ccc(C#CCC4CCCC4)cc3)[C@H]2C1,1.4541152417870222,-7.938,-6.665,1.2729999999999997,True
COc1ccncc1-c1ccc(NS(C)(=O)=O)cc1OCC(F)(F)F,1.4487810461094384,-7.902,-7.835,0.06700000000000017,True
CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c(O)c2cc(C#N)cn21,1.446540672159415,-7.057,-5.084,1.9730000000000008,True
CN1Cc2c(C#Cc3ccccc3)ncn2-c2ccc(F)cc2C1=O,1.442253099935673,-8.531,-7.503,1.0280000000000005,True
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCCC3N(C3CCCCC3)C1=O)N2,1.4341373188840016,-6.765,-0.5754,6.1895999999999995,False
