SMILES,pred_SI,PfDHFR,hDHFR,SI,physical
N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1cc2ccccc2nc1N1CCOCC1,1.7201681061038911,-8.156,-5.38,2.7760000000000007,True
N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1cc[n+](Cc2cccc(Cl)c2)cc1.[Cl-],1.6682827825700386,,,,False
COc1ccc2c(c1)oc1c(Nc3ccc(C#N)cc3)ncnc12,1.6000460287443588,-10.09,-10.37,-0.27999999999999936,True
COc1cc2oc3ccccc3c(=O)c2cc1CSc1ccccc1N,1.5960843727799627,-9.688,-9.071,0.6170000000000009,True
COc1cc2c(C#CCO)c(-c3ccc(C#N)cc3)oc(=O)c2cc1OC,1.459024486036661,-7.325,-7.458,-0.133,True
O=c1c(O)c(-c2c[nH]c3ccccc23)oc2ccc(O)cc12,1.4351241242895867,-9.293,-9.4,-0.1070000000000011,True
COc1cccc(-n2c(=S)[nH]c3c(oc4ccccc43)c2=O)c1,1.3969963046524612,-8.364,-7.599,0.7650000000000006,True
COc1ccc(-c2oc(=O)c3cc(OC)c(OC)cc3c2-c2ccc3c(c2)OCO3)cc1,1.3857062000218505,-7.509,-8.729,-1.2199999999999989,True
Cc1cc(C)cc(-c2c(O)c3ccccc3oc2=O)c1,1.3617951288795211,-9.044,-8.237,0.8070000000000004,True
N#Cc1[nH]c(=O)n(-c2cccc3ccccc23)c1N,1.3336171105952985,-9.038,-9.423,-0.3849999999999998,True
Cc1cc2c(nc1N1CCC(Oc3cccc(C#N)c3)CC1)COC2=O,1.3180300519385,-9.604,-10.08,-0.47600000000000087,True
COc1cc2cc(CCCOC(=O)c3ccc(C#N)cc3)oc(=O)c2cc1OC,1.2956352762836616,-9.636,-10.23,-0.5940000000000012,True
COc1nn(Cc2cccc(C#N)c2)c(=O)o1,1.263508958538175,-8.307,-8.404,-0.09699999999999953,True
COc1cc2nc(C#N)nc(N)c2cc1OC,1.2607431331680132,-7.237,-7.018,0.2190000000000003,True
COc1ccc2c(c1)oc(=O)c1c(C)nn(-c3ccccc3C(F)(F)F)c12,1.254640640053708,-10.1,-7.512,2.588,True
CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21Cc2ccccc2C1,1.228983766130277,-8.916,-11.84,-2.9239999999999995,True
N#Cc1ccc2[nH]nc(-c3ccnc(N4CCOCC4)c3)c2c1,1.2237095130675968,-10.04,-10.41,-0.370000000000001,True
COc1cc2nc(SCc3c[nH]c4ccccc34)oc(=O)c2cc1OC,1.206388651691995,-9.443,-9.5,-0.057000000000000384,True
COC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C(C)C)C1=O,1.204785024104467,-7.061,-6.708,0.35299999999999976,True
N#Cc1ccc2c(c1)CN(C(=O)Nc1ccc(-c3c[nH]c(=O)c4ccccc34)cc1)C2,1.1996352860030512,-8.569,-6.649,1.9200000000000008,True
