iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,24,0.07530052993423664,22.5,14.0
2,50,28,0.07959832971275481,23.0,14.0
3,55,31,0.08255406893348728,23.0,14.0
4,60,35,0.08740620131399575,23.0,14.0
5,65,39,0.09473007466970956,22.0,14.0
6,70,42,0.09653732307824482,22.0,14.0
7,75,44,0.15758614088361006,20.5,14.0
8,80,47,0.15917142334972018,22.0,14.0
9,85,51,0.1594146511417865,21.0,14.0
10,90,48,0.1608937497978652,22.0,14.0
11,95,51,0.16311534511155656,22.0,14.0
12,100,48,0.17807869722291234,23.5,14.0
13,105,51,0.17847622437574207,23.0,14.0
14,110,55,0.19031529566953506,24.0,14.0
15,115,58,0.19042573730757525,23.5,14.0
16,120,61,0.19169316128417996,25.0,14.0
17,125,62,0.19890779197468395,25.5,14.0
18,130,65,0.2050273431827729,25.0,14.0
19,135,67,0.20503135664031846,25.0,14.0
20,140,68,0.2062603534831009,25.0,14.0
21,145,65,0.21124772350526477,25.0,14.0
22,150,66,0.21124777819094967,25.0,14.0
23,155,68,0.21173759889160065,25.0,14.0
24,160,69,0.21173759889160065,25.0,14.0
25,165,73,0.21409955388105226,25.0,14.0
26,170,74,0.21411180074658076,25.5,14.0
27,175,76,0.21426149168197536,25.5,14.0
28,180,77,0.21556111614104267,25.0,14.0
29,185,79,0.2156584839129679,26.0,14.0
30,190,80,0.21676778933067206,26.0,14.0
31,195,82,0.21677000239594804,26.0,14.0
32,200,86,0.21956010837542833,26.0,14.0
33,205,89,0.21965164299949655,26.0,14.0
34,210,88,0.239003624518478,26.0,14.0
35,215,91,0.23945949364041344,26.0,14.0
36,220,94,0.24957085348291186,26.0,14.0
37,225,98,0.25013309809724843,26.0,14.0
38,230,100,0.2524414528305124,26.0,14.0
39,235,103,0.25309409533873556,26.0,14.0
40,240,104,0.25345345356376336,26.0,14.0
41,245,93,0.2621342105248724,26.0,14.0
42,250,92,0.26338200095015396,26.0,14.0
43,255,94,0.2635810972885685,26.0,14.0
44,260,91,0.26473310837179026,26.0,14.0
45,265,91,0.26529474532647157,26.0,14.0
46,270,93,0.2653446269295653,26.0,14.0
47,275,94,0.26855528247164595,26.0,14.0
48,280,96,0.2688702918914738,26.0,14.0
49,285,97,0.27028196199983523,27.0,14.0
50,290,98,0.2703069056855429,27.0,14.0
