SMILES,Caco2_logPapp,Half_Life_hours,hERG_Toxicity_Prob
COc1ccc(N2C(=O)/C(=C3/C(=O)Nc4ccccc43)c3ccccc32)cc1,-4.333252200319027,20.82012281371228,0.14609133392928011
Cn1c(C#N)ccc1-c1ccc(NS(=O)(=O)CC(F)(F)F)cc1,-5.082071930165883,15.800416260155364,0.705286583773658
CN(C)CCCN(C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,-4.726150475854776,36.600418725311144,0.9980093772256204
O=C(/C=C/C=C/c1ccc2c(c1)OCO2)OCc1cn(-c2ccc(Cl)cc2)nn1,-4.92225405684097,6.536165621212042,0.5990658010600326
CC(=O)N1CCCC1(Cc1ccc(C#N)cc1)C(=O)OCc1ccccc1,-5.294192369693912,2.1335077233405966,0.9456167071769579
CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N([C@H](C)CO)C[C@H](C)[C@H](CN(C)S(=O)(=O)c1ccc(Cl)cc1)O2,-5.233687795916955,28.930273702161994,0.038167104485817824
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCN(C(=S)Nc4ccc(N(C)C)c5ccccc45)CC3)nc21,-5.251816246156735,6.635873738715863,0.7977327859752084
Cc1cnn(CCNCc2ccc(C(N)=O)cc2)c1,-5.445189947722738,4.9806487425483565,0.026308689266081525
O=C(c1ccco1)N1CCN(c2cnn(CCCCN3CCN(c4ccccc4Cl)CC3)c(=O)c2Cl)CC1,-4.9150485875196885,9.504866027342432,0.9907036211052763
O=C(O)C(F)(F)F.O=S(=O)(NCCN1CCCC1)c1ccc(-c2ccc(CNCc3ccc(F)cc3)cc2)cc1F,-5.71524687481006,7.898197694440399,0.9241589649203392
Cc1nnc(C(=O)Nc2cc(C#N)ccc2N2CCC(Oc3ccc(F)cc3F)CC2)o1,-4.716390933083236,8.25201313272082,0.9908560494072404
Cc1nc2c(C)cccn2c1C(=O)c1ccccc1,-4.564675259503149,2.5159532852375737,0.3685952757990616
Cc1ccccc1OCCN1C(=O)c2ccccc2C1=O,-4.333793458032629,9.538471431279216,0.9113738224083321
CC(C)Oc1cccc(CN2CCC(c3n[nH]c4ncccc34)CC2)c1,-4.980738765264312,5.372097688814677,0.985353347534751
CC(C)(O)c1cn(-c2ccc([N+](=O)[O-])cc2)nn1,-4.641570923745887,14.906012098653694,0.07459171518830392
CC(C)(C)c1ccc(/C=N/NC(=O)c2ccc(C(N)=O)cc2)cc1,-4.860906974417734,14.34753873461448,0.08255277044265721
CC(=O)Nc1ccc(C(=O)OCC(=O)c2ccc(F)cc2)cc1,-5.052560020111926,1.7038820970951096,0.09082459337220981
CC1=C(C(=O)N2CCN(c3ccc(F)cc3)CC2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nccc2N1,-4.451141970793608,5.805111525415742,0.9910401932053972
O=C(COC(=O)c1ccc(OC(F)F)cc1)NCc1cccs1,-4.993729514590073,1.6995645917092448,0.15744097384930306
COc1cc(/C=C2\N=C(C)OC2=O)cc(Cl)c1OC(C)=O,-4.869929466931283,5.11228839255595,0.5303632891609042
Cc1cc(C)n2c(Nc3ccc4c(c3)OCCO4)c(-c3ccc(F)cc3)nc2n1,-4.408803797474077,12.557148284304073,0.30616328726702224
O=C1Nc2ccc(Cl)cc2[C@@]12C[C@@H]2c1ccco1,-4.699052991367587,27.514109327989797,0.17235471041376565
COc1ccc2c(c1)cc(-c1ccoc1)n2Cc1cccc(C(=O)O)c1,-5.105873083966585,1.7693816286376107,0.8655428544391361
OC(CN1CCN(CCCSc2nnc(-c3ccccc3)o2)CC1)(Cn1cncn1)c1ccc(F)cc1F,-5.247901132263408,13.105855273844288,0.998347989735787
CC1(C)C=Cc2cc3c(cc2O1)O[C@H]1c2ccc(O)cc2OC[C@@H]31,-4.847132493662433,3.23513343531964,0.17547157389643675
O=C(Nc1nnc(S)s1)N[C@@H](Cc1ccccc1)C(=O)N1CCN(Cc2ccccc2)CC1,-5.473944712648913,5.424975304118926,0.7200186101179029
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)ncc1SCC(=O)NC1CC1,-5.412879806696565,4.162896631323416,0.8840106852668036
CC(=O)Nc1ccc(CNC(=O)CNCc2sc(C)nc2C)cc1,-5.769932805545752,3.890235048426306,0.7495686176319464
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,-4.9111592601732355,16.31731535655801,0.27351753873574636
COc1cc2c(C)c(CC(=O)NCCO)c(=O)oc2c(C=O)c1O,-5.21938112674965,5.963490541031156,0.05367938819487832
CN(C(=O)c1cc2n(n1)CCN(CCc1ccc(CN3CCCCC3)cc1)C2=O)c1ccc(F)cc1,-4.701213572618271,3.345933525842429,0.9099727841222532
CCCCCCCCN1C[C@@H](O)C(O)[C@H](O)C1,-4.866838225370551,8.187551079854023,0.8223315178084675
C[C@@H]1CN(c2ccccc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(Cl)c(Cl)c1,-4.7751844012166496,13.418572702690632,0.920474481984057
O=C(N[C@@H]1CNCCC[C@H]1OC(=O)c1ccc(C(=O)c2c(O)cccc2C(=O)O)cc1)c1ccc(O)cc1,-5.862677463858523,2.104708266215777,0.5796479445784161
COC(=O)CCC(=O)Nc1cccc(OCc2ccc3ccc(C)cc3n2)c1,-4.7954004393510115,0.6308745226809441,0.41363711343029363
CCCCC(=O)C1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,-4.874328828695492,4.374588337478004,0.9705133321976984
CCC(=O)NCCC1CCc2ccc3nc(C)oc3c21,-4.714115136129649,7.547612008142776,0.8342681176838251
CC(C)C[C@H](NC(=S)NCc1ccccc1)c1nc2ccccc2[nH]1,-4.611897645814602,2.353019009203047,0.9558288072836024
Br.Cn1ccnc1SCCOc1ccc(Br)cc1,-4.686424133556586,5.899262873041404,0.9088309439714458
OC[C@H]1O[C@@H](c2nc(-c3ccc4c(c3)OCO4)no2)[C@H](O)[C@@H](O)[C@@H]1O,-6.178868948469303,12.185912177828587,0.8697034374371105
CC(C)n1nccc1NC(=O)CN(C)Cc1ccco1,-4.785406436832441,6.615248572572686,0.27580995802434377
COc1cccc(C2CC(C(F)(F)F)n3ncc(C(=O)NCC4CCCO4)c3N2)c1,-5.157185290124653,3.823850214073405,0.933215960541672
C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@H](C=O)CC12CC3CC(CC(C3)C1)C2,-5.48162131505228,8.148928700063678,0.3332559461625149
CCN(CC)CCC(=O)c1ccc(F)cc1,-4.349497943828572,2.8946632259501324,0.8617382712018833
O=C1c2ccccc2-c2c1c1ccc([N+](=O)[O-])cc1c(=O)n2CCCNCCO,-5.212237639598836,22.417679098446296,0.5367688382988219
COc1ccc2[nH]c(C(=O)N3CC(=O)N(Cc4cccc5[nH]ccc45)[C@@H](Cc4ccccc4)C3)cc2c1,-5.686089184883072,3.509502420224731,0.8471935273289573
COc1ccccc1NC(=O)c1cc([N+](=O)[O-])ccc1N1CCOCC1,-4.726732430506994,3.898234533747414,0.1278581654137517
O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2ccccc21,-5.073785079651073,3.861611760211176,0.9167858905889732
C[C@@H](Oc1ccc(-n2ccnc2)cc1)C(=O)Nc1ccc(-c2ccccc2)cc1,-4.699779127870836,4.2036667206499105,0.22517718522724295
CCCSc1ccc(C(=O)Nc2ccc(F)cc2F)cn1,-4.585926973057877,8.02971180444975,0.1800856293708443
O=C(NC(=S)Nc1sc2c(c1C(=O)O)CCCC2)c1ccccc1,-5.195518833335285,4.428934766225834,0.42802577940964576
CO[C@H]1C[C@H](C#N)N(C(=O)C2CCN(c3cnccc3-n3cc(C)cn3)CC2)C1,-4.582632493957587,2.8586507690217675,0.9795148749395967
O=C1Nc2ccccc2[C@@]12C(c1ccc(Cl)cc1)C([N+](=O)[O-])C1CSCN12,-4.902320994188768,30.376657465466906,0.12412764037192474
CCOc1ccccc1N1CCN(CC(O)CN2C(=O)NC(C)(c3ccccc3)C2=O)CC1,-5.021489842640602,4.5443113412541,0.9746570993060212
CCN1CCC(CC(NC(=O)c2ccc([N+](=O)[O-])cc2)c2ccc(F)cc2)CC1.Cl,-4.704785441230471,7.385275844335955,0.3458395994530495
COc1cccc(Nc2[nH]nc3c2Cc2cc(OC)c(OC)cc2-3)c1,-4.740746017748371,5.992721977645925,0.9176142329987707
CC(C)NCC(O)COc1c(C(C)(C)C)cc(S(=O)(=O)c2ccccc2)cc1C(C)(C)C.O=C(O)/C=C\C(=O)O,-5.148193731149362,7.74603864767017,0.23877937362371687
CC(C)[C@H](NC(=O)[C@@H](NC(=O)CS)C(C)C)C(N)=O,-5.720733102796446,3.299046663804184,0.003874240125180969
N#Cc1ccc(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,-5.662524382126433,5.22232829548507,0.7876100681679258
c1ccc(-c2ncc(-c3cnc(-c4ccccn4)[nH]3)cn2)cc1,-4.462868282094472,1.354859939998079,0.8057885737613409
C[C@H](Cc1ccccc1)Nc1ncnc2c1ncn2C1CCCC(O)C1O,-5.9753449788716955,3.5423207707800173,0.6704396258743768
NC(C/C=C(\c1ccc2ccccc2c1)c1ccc(F)cc1F)C(=O)O,-5.279351850487282,3.8177397103956356,0.2897175615165212
Cc1ccc(Cl)cc1NC(=O)COC(=O)C1CC1,-4.705595329237358,8.440552408946,0.8683001198125335
