SMILES,pred_SI,PfDHFR,hDHFR,SI,physical
COc1cc2sc3ccc(C#Cc4ccccn4)cc3c(=O)c2cc1OC,2.0813201253997704,-7.058,-2.818,4.24,True
COc1cc2oc3ccc(C#Cc4ccc(N)cc4)cc3c(=O)c2cc1OC,1.8866090626188452,-7.472,-3.859,3.6130000000000004,True
Cc1ccncc1-c1ccc(NS(C)(=O)=O)cc1C(F)(F)F,1.763673164326235,-7.835,-8.454,-0.6190000000000007,True
CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCOc2ccc(-n3ccnc3)cc2)cc1,1.7608569960211753,-7.815,-8.622,-0.8069999999999995,True
N#Cc1ccc2c(c1)CN(C(=O)Nc1ccc(-c3c[nH]c(=O)c4ccccc34)cc1)C2,1.6977283988598515,-8.569,-6.649,1.9200000000000008,True
COc1ccncc1-c1ccc(NS(C)(=O)=O)cc1OCC(F)(F)F,1.6768727723599,-7.902,-7.835,0.06700000000000017,True
O=C1Nc2ccccc2C12CCN(c1nccs1)CC2,1.670005247939116,-8.606,-7.852,0.7539999999999996,True
CS(=O)(=O)Nc1ccc(SSc2ccc(NS(C)(=O)=O)cc2)cc1,1.633860897940167,-7.698,-8.703,-1.004999999999999,True
Cc1ccc(-n2nc(C(=O)Nc3ccc(NS(C)(=O)=O)cc3)c3c2-c2ccccc2S(=O)(=O)N3C)cc1C,1.5742121735483465,0.2524,0.2586,0.006199999999999983,False
COc1ccc(C2c3c(oc4ccccc4c3=O)C(=O)N2c2ccccn2)cc1,1.554461742934052,-8.891,-5.515,3.3760000000000003,True
CN1C(=O)C2(C(C#N)=C(N)OC3=C2C(=O)CCC3)c2ccccc21,1.5532136626988517,-7.622,-7.383,0.23899999999999988,True
CS(=O)(=O)Nc1cccc(-c2ccc3ncc(-c4ccncc4)n3n2)c1,1.5451079083426862,-8.912,-9.459,-0.5469999999999988,True
COc1ccc2[nH]cc(/C=N/Nc3nc(-c4cc5ccccc5oc4=O)cs3)c2c1,1.5389830907660667,-9.66,-10.09,-0.4299999999999997,True
CCCOc1ccc(NC(=O)c2cccs2)cc1-c1nc2c(c(C)nn2C)c(=O)[nH]1,1.5303893280461125,-7.957,-6.61,1.3469999999999995,True
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccc(-n4cncn4)cc3)NC(=O)NC1=O)C2,1.5203706411861617,-8.129,-8.388,-0.25900000000000034,True
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1[C@]21N=C(N)N(C[C@H]2CCCO2)C1=O,1.501211937122605,-5.879,0.04522,5.924219999999999,False
O=C1c2ccccc2NC(c2cccs2)N1NS(=O)(=O)c1ccccc1,1.4931464320411578,-9.302,-6.742,2.5599999999999996,True
COc1ccc(-n2cnc3cc(NCc4cccs4)ccc32)cc1,1.488566150065651,-8.53,-8.546,-0.016000000000000014,True
COc1cccc(-n2c(=S)[nH]c3c(oc4ccccc43)c2=O)c1,1.4851912035064174,-8.364,-7.599,0.7650000000000006,True
COC(=O)CN1C(=O)c2ccccc2[C@H](C(=O)Nc2cccc(C#N)c2)[C@H]1c1cccs1,1.4639515618604833,-7.634,-7.504,0.13000000000000078,True
