iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,26,0.16180113772224858,25.0,16.0
2,50,27,0.17854681554785765,26.0,15.0
3,55,24,0.2063242877886546,27.0,15.0
4,60,29,0.21810105899854987,27.0,15.0
5,65,29,0.24468417344966104,26.0,15.0
6,70,34,0.25325031220543315,24.0,15.0
7,75,37,0.25986038414244117,24.0,14.0
8,80,41,0.2606880171744226,22.0,14.0
9,85,46,0.2644847595292915,22.0,14.0
10,90,50,0.2705115162649119,22.0,14.0
11,95,53,0.27537976753470106,22.0,14.0
12,100,55,0.27811694690880634,22.0,14.0
13,105,57,0.2785734030278072,22.0,14.0
14,110,61,0.30878511062512753,22.0,14.0
15,115,63,0.30893979683996703,22.0,14.0
16,120,66,0.3603446053105394,21.5,14.0
17,125,71,0.36725230320141106,22.0,14.0
18,130,73,0.3692757198012183,21.0,14.0
19,135,75,0.36942844625319765,21.0,14.0
20,140,78,0.37314017030023233,21.0,14.0
21,145,82,0.37360110214576975,21.0,14.0
22,150,87,0.3738159830769389,21.0,14.0
23,155,90,0.37419086462132267,21.0,14.0
24,160,93,0.3765290400593511,21.0,14.0
25,165,97,0.377273024448454,21.0,14.0
26,170,100,0.38368879519068666,21.5,14.0
27,175,102,0.3837129084185329,21.0,14.0
28,180,106,0.3850317972775407,21.0,14.0
29,185,110,0.3851020368901188,21.0,14.0
30,190,115,0.38872194233322044,22.0,14.0
31,195,118,0.3892447550161498,21.5,14.0
32,200,119,0.38927771574958736,21.0,14.0
33,205,122,0.38928343687598377,21.0,14.0
34,210,125,0.3897269435240702,21.0,14.0
35,215,128,0.3898872892419491,21.0,14.0
36,220,132,0.39035952732463486,21.0,14.0
37,225,136,0.39040147806912795,21.0,14.0
38,230,136,0.39040147806912795,21.0,14.0
39,235,139,0.39041086098585454,21.0,14.0
40,240,141,0.39355987525864095,21.0,14.0
41,245,143,0.39385028918031734,21.0,14.0
42,250,146,0.39495279282719065,21.0,14.0
43,255,150,0.39819945384843997,21.0,14.0
44,260,152,0.3985141253620413,21.0,14.0
45,265,155,0.3988058631796131,21.0,14.0
46,270,156,0.3988086154864638,21.0,14.0
47,275,158,0.3991920235078797,21.0,14.0
48,280,160,0.4000278070169023,21.5,14.0
49,285,164,0.4003108641736587,21.5,14.0
50,290,164,0.4003108641736587,21.5,14.0
