SMILES,pred_SI,PfDHFR,hDHFR,SI,physical
CN1C(=O)C2(C(C#N)=C(N)OC3=C2C(=O)CCC3)c2ccccc21,2.310758018989546,-7.622,-7.383,0.23899999999999988,True
COc1ccc2c(=O)c(-c3cc(OC)c4c(c3OC)OCO4)coc2c1,2.0765559173729855,-6.907,-6.088,0.819,False
COc1ccc(-c2coc3cc(OC)cc(OC)c3c2=O)cc1,2.06237954240234,-7.677,-6.884,0.7929999999999993,True
COc1cc2oc3ccc(C#Cc4ccc(N)cc4)cc3c(=O)c2cc1OC,1.9955028756481994,-7.472,-3.859,3.6130000000000004,True
O=C1Nc2ccccc2C12CCN(c1nccs1)CC2,1.9066313282989,-8.606,-7.852,0.7539999999999996,True
COc1cc2sc3ccc(C#Cc4ccccn4)cc3c(=O)c2cc1OC,1.8474616617566681,-7.058,-2.818,4.24,True
CN(C)c1ccc(-c2cc(-c3cccc(NS(C)(=O)=O)c3)nc(N)c2C#N)cc1,1.8238667509995565,-9.602,-8.617,0.9849999999999994,True
N#Cc1ccc(C2(O)CCCCC2N2CCC3(CC2)C(=O)NCC3c2ccc(F)cc2)cc1,1.768296414772827,-8.774,-9.642,-0.8680000000000003,True
O=c1c(-c2ccc(O)cc2)coc2cc(OCCCn3ccnc3)cc(O)c12,1.7534209332982726,-8.626,-7.924,0.7019999999999991,True
COc1c(O)ccc(-c2coc3cc(O)ccc3c2=O)c1O,1.7500213147529848,-7.878,-7.578,0.2999999999999998,True
CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c(O)c2cc(C#N)cn21,1.6864364689215279,-7.057,-5.084,1.9730000000000008,True
N#Cc1ccc(Cc2coc3ccccc3c2=O)cc1,1.6475734673033884,-9.995,-9.899,0.09600000000000009,True
N#Cc1ccc2c(c1)CN(C(=O)Nc1ccc(-c3c[nH]c(=O)c4ccccc34)cc1)C2,1.637896282907704,-8.569,-6.649,1.9200000000000008,True
CC1(C)c2cc(N3CCC(N4CCOCC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,1.6308208475493728,-2.368,3.477,5.845,False
O=C1c2ccccc2NC(c2cccs2)N1NS(=O)(=O)c1ccccc1,1.618792643291421,-9.302,-6.742,2.5599999999999996,True
COc1cccc(-n2c(=S)[nH]c3c(oc4ccccc43)c2=O)c1,1.61471780786556,-8.364,-7.599,0.7650000000000006,True
CN1C(=O)c2ccccc2N(C)C1c1cccs1,1.613553782338414,-7.702,-7.058,0.6440000000000001,True
COc1cc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)cc(Br)c1O,1.596389947984278,-8.834,-6.01,2.824,True
COC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C(C)C)C1=O,1.5735429823005944,-7.061,-6.708,0.35299999999999976,True
CCOC(=O)COc1ccc2c(=O)c(-c3ccccc3)coc2c1,1.5734782479050864,-8.266,-8.076,0.1899999999999995,True
