iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,23,0.08757047287779805,23.0,16.0
2,50,26,0.09574084304847102,24.0,16.0
3,55,31,0.09651056895979833,23.0,16.0
4,60,33,0.09775526447538713,22.0,16.0
5,65,34,0.101110494168746,22.0,16.0
6,70,34,0.10197824862265986,22.0,15.0
7,75,36,0.10594648860031763,22.0,15.0
8,80,37,0.11752549405747134,22.0,15.0
9,85,40,0.11817734559640997,22.0,15.0
10,90,44,0.12254480658759503,22.0,15.0
11,95,44,0.12393480594738852,22.0,15.0
12,100,47,0.12397325679459978,22.0,15.0
13,105,49,0.12441031329260328,22.0,15.0
14,110,53,0.1261365264700452,22.0,15.0
15,115,58,0.12638708394761033,22.0,15.0
16,120,54,0.1345911681334924,22.0,15.0
17,125,57,0.13583061306154512,22.0,15.0
18,130,59,0.13600075775840031,22.0,15.0
19,135,61,0.13609083571248132,22.0,15.0
20,140,61,0.13762155009013766,22.0,15.0
21,145,63,0.13820565114502914,22.0,15.0
22,150,65,0.13861956605714612,22.0,15.0
23,155,68,0.13976803991745473,22.0,15.0
24,160,67,0.14100929728749312,22.0,15.0
25,165,67,0.14132670005161338,22.0,14.0
26,170,69,0.141463798173278,22.0,14.0
27,175,67,0.14528773542000664,22.0,14.0
28,180,71,0.14532666397951444,23.0,14.0
29,185,72,0.14565411009084794,23.5,14.0
30,190,72,0.14565411009084794,23.5,14.0
31,195,74,0.14977104455210521,22.5,14.0
32,200,77,0.1665018708061835,24.0,14.0
33,205,79,0.1678839418991057,24.0,14.0
34,210,80,0.16800678708098685,23.5,14.0
35,215,82,0.16822895312102507,24.0,14.0
36,220,83,0.16845023328015116,24.0,14.0
37,225,84,0.16849108358462422,24.0,14.0
38,230,87,0.19601236284291096,24.0,14.0
39,235,88,0.1963354832654554,24.0,14.0
40,240,90,0.1964633958647765,24.0,14.0
41,245,92,0.21056891702494365,23.5,14.0
42,250,88,0.2130606937075977,23.0,14.0
43,255,91,0.21343298427143875,23.0,14.0
44,260,92,0.21347881354656423,23.0,14.0
45,265,93,0.21366082067119158,23.0,14.0
46,270,95,0.2136683715019376,23.0,14.0
47,275,95,0.21669060632942547,23.0,14.0
48,280,97,0.2249060467243252,23.0,14.0
49,285,99,0.23050171207366404,23.0,14.0
50,290,101,0.2305111839098363,23.0,14.0
