iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,24,0.15275407307469582,26.5,14.0
2,50,28,0.18791671628627968,25.5,14.0
3,55,28,0.21432230924643006,24.0,14.0
4,60,32,0.22256598113706638,24.0,14.0
5,65,37,0.22878939902307083,24.0,14.0
6,70,42,0.23852746474925365,24.0,14.0
7,75,45,0.2392602541002545,24.0,14.0
8,80,49,0.24173880903158804,24.0,14.0
9,85,49,0.24505597660830614,24.0,14.0
10,90,54,0.2490321500475529,24.0,14.0
11,95,57,0.2652555207266667,24.0,14.0
12,100,58,0.2672214833034877,24.0,14.0
13,105,56,0.3300417864147418,24.0,14.0
14,110,61,0.3563267693804692,24.0,14.0
15,115,63,0.36237542009742424,24.0,14.0
16,120,66,0.3631803201973416,24.0,14.0
17,125,69,0.3647766622804528,24.0,14.0
18,130,72,0.36492035149761914,23.0,14.0
19,135,76,0.3656012749171163,23.5,14.0
20,140,79,0.36712688930275156,24.0,14.0
21,145,84,0.37537343514746035,24.0,14.0
22,150,88,0.3755336123025109,24.0,14.0
23,155,92,0.3778459670895043,23.5,14.0
24,160,94,0.37819662499382134,23.5,14.0
25,165,96,0.37820476055132113,23.0,14.0
26,170,100,0.3783023769149696,23.0,14.0
27,175,102,0.37858344563449314,23.0,14.0
28,180,105,0.3855099678168556,23.0,14.0
29,185,107,0.38925650170884235,23.0,14.0
30,190,111,0.39126247087617744,23.0,14.0
31,195,112,0.39339997571619173,23.5,14.0
32,200,116,0.39366903066695486,23.5,14.0
33,205,120,0.3940415952238848,23.5,14.0
34,210,123,0.3947308112996497,23.0,14.0
35,215,125,0.3953370132032302,23.0,14.0
36,220,129,0.39538956968175315,23.0,14.0
37,225,131,0.39569489977103184,23.0,14.0
38,230,132,0.395715464003519,23.0,14.0
39,235,135,0.3957277266445764,23.0,14.0
40,240,135,0.3962655282079366,23.0,14.0
41,245,136,0.3964390969951772,23.0,14.0
42,250,140,0.3978777908953081,23.0,14.0
43,255,143,0.39891605978644823,23.0,14.0
44,260,146,0.39915285289109853,23.0,14.0
45,265,149,0.3991747745910743,23.0,14.0
46,270,150,0.3991747745910743,23.0,14.0
47,275,153,0.39944611715703615,23.0,14.0
48,280,156,0.40018220755978345,23.0,14.0
49,285,157,0.4002603075294911,23.0,14.0
50,290,159,0.40028627198721284,23.0,14.0
