iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,22,0.15347962130780934,23.5,14.0
2,50,24,0.18928306572548154,23.0,14.0
3,55,29,0.20567602234271165,23.0,14.0
4,60,32,0.21440129628304647,22.5,14.0
5,65,37,0.21586006916440514,22.0,14.0
6,70,38,0.22588720437710247,21.5,14.0
7,75,41,0.24058186644719623,21.0,14.0
8,80,45,0.24677286240753873,21.0,14.0
9,85,49,0.255891319765117,23.0,14.0
10,90,53,0.2577655429207586,22.0,14.0
11,95,55,0.2617766768087414,22.0,14.0
12,100,58,0.27859350978658165,22.5,14.0
13,105,62,0.2955359609410957,23.0,14.0
14,110,64,0.29894120548015385,23.0,14.0
15,115,67,0.31450474531748207,23.0,14.0
16,120,69,0.31528265837727126,23.0,14.0
17,125,74,0.32485392066727187,23.0,14.0
18,130,79,0.32711389409392216,23.0,14.0
19,135,82,0.3277753197107116,23.5,14.0
20,140,85,0.32840982615942405,23.0,14.0
21,145,88,0.32848303622154273,23.0,14.0
22,150,92,0.34336423245735614,23.5,14.0
23,155,93,0.3448937936026701,23.0,14.0
24,160,96,0.346393022134504,23.5,14.0
25,165,101,0.34868134374445614,23.0,14.0
26,170,104,0.3519532558145699,23.0,14.0
27,175,108,0.3883033300649458,23.0,14.0
28,180,109,0.38833098811005845,23.0,14.0
29,185,111,0.38839172869906086,23.0,14.0
30,190,115,0.38862432003298086,23.0,14.0
31,195,118,0.38890417455889537,23.0,14.0
32,200,121,0.38934238331259424,23.0,14.0
33,205,122,0.3904291523499293,23.0,14.0
34,210,124,0.3905832584165903,23.0,14.0
35,215,128,0.39270353056221974,22.5,14.0
36,220,131,0.3928234412482204,22.0,14.0
37,225,136,0.39312358418311705,22.0,14.0
38,230,139,0.393207071323415,22.0,14.0
39,235,144,0.39332065126857296,22.0,14.0
40,240,146,0.39339754855076614,22.0,14.0
41,245,149,0.39355779302275434,22.0,14.0
42,250,152,0.393965810700006,21.5,14.0
43,255,155,0.3940403662926222,22.0,14.0
44,260,157,0.3940878230528179,21.0,14.0
45,265,160,0.3946566519646471,21.0,14.0
46,270,164,0.3955274722161128,21.0,14.0
47,275,167,0.39556171553668473,21.0,14.0
48,280,169,0.39597797840750903,21.0,14.0
49,285,170,0.3959810012455271,21.0,14.0
50,290,174,0.3962406547819389,21.0,14.0
