iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,26,0.16180113772224858,25.0,16.0
2,50,27,0.17679136584547955,24.0,15.0
3,55,23,0.2197659822819731,27.0,15.0
4,60,28,0.23339509085961752,25.0,15.0
5,65,29,0.25024198199875575,24.0,15.0
6,70,34,0.260003588973317,24.0,15.0
7,75,38,0.2638145932958062,24.0,15.0
8,80,41,0.26598377101520865,24.0,15.0
9,85,46,0.27243108753361456,24.0,15.0
10,90,51,0.2744115168077385,24.0,15.0
11,95,54,0.2767569110376427,24.0,15.0
12,100,56,0.27733342540420736,24.0,15.0
13,105,59,0.28062308079082154,24.0,15.0
14,110,60,0.31142715351081934,24.0,15.0
15,115,64,0.31175989433335805,24.0,15.0
16,120,68,0.31204970685483285,24.0,15.0
17,125,70,0.3212052609525207,23.0,14.0
18,130,74,0.3221745133083316,23.0,14.0
19,135,77,0.32504882691970177,23.0,14.0
20,140,81,0.33065534431382976,23.0,14.0
21,145,84,0.33114177843062353,23.0,14.0
22,150,87,0.3312153058898135,23.0,14.0
23,155,92,0.3338547541923818,22.0,14.0
24,160,95,0.334275251952617,22.0,14.0
25,165,99,0.3359755609536942,22.0,14.0
26,170,102,0.33811111534824495,22.0,14.0
27,175,101,0.38089564215429905,22.0,14.0
28,180,105,0.3884308034783193,22.0,14.0
29,185,108,0.38848417512736916,22.0,14.0
30,190,111,0.39230948776360297,22.0,14.0
31,195,116,0.39304926190756445,22.0,14.0
32,200,118,0.39332537664164,22.0,14.0
33,205,120,0.39334154874414534,21.5,14.0
34,210,125,0.39362986662474875,21.0,14.0
35,215,128,0.3937624726774389,21.0,14.0
36,220,132,0.39391501634308523,21.0,14.0
37,225,133,0.39578103583392443,21.0,14.0
38,230,136,0.3958461338301257,21.0,14.0
39,235,140,0.39594832672019104,21.0,14.0
40,240,144,0.39865868221634315,22.0,14.0
41,245,147,0.3987044822048458,21.0,14.0
42,250,151,0.3987309799144973,21.0,14.0
43,255,155,0.3992413603369871,21.0,14.0
44,260,158,0.3992890140939991,21.0,14.0
45,265,162,0.3993374433077416,21.0,14.0
46,270,165,0.39949463312742894,21.0,14.0
47,275,167,0.399498445243152,21.0,14.0
48,280,171,0.3995467204406615,21.0,14.0
49,285,173,0.3996952481666888,21.0,14.0
50,290,174,0.3996997880900652,21.0,14.0
