iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,28,0.1684995562997727,24.0,15.0
2,50,28,0.19096664081537787,23.5,15.0
3,55,30,0.19789825581479314,23.0,15.0
4,60,35,0.20284748210908182,23.0,15.0
5,65,36,0.20501486415260253,23.0,15.0
6,70,39,0.22540049372089035,23.0,15.0
7,75,44,0.23058782071943706,23.5,15.0
8,80,45,0.23828415157096783,23.0,15.0
9,85,49,0.24574836814711012,23.0,15.0
10,90,52,0.25059021658636604,23.0,15.0
11,95,56,0.25278372889550843,23.0,15.0
12,100,59,0.25305159911538655,23.0,15.0
13,105,63,0.2534379279536819,23.0,15.0
14,110,68,0.2783710336404491,23.0,15.0
15,115,70,0.29942921130322353,23.5,15.0
16,120,74,0.2996798087085642,23.5,15.0
17,125,78,0.3009540726354041,23.0,15.0
18,130,78,0.3157263461631248,23.5,15.0
19,135,82,0.3378865093322045,24.0,15.0
20,140,84,0.34325967471711216,24.0,15.0
21,145,87,0.3476339846390911,24.0,15.0
22,150,90,0.3483862889450744,24.0,15.0
23,155,93,0.3483964248039145,24.0,15.0
24,160,97,0.35034040384850723,24.0,15.0
25,165,99,0.350819515223055,24.0,15.0
26,170,103,0.3545638209016493,24.0,14.0
27,175,107,0.3599612533437767,24.0,14.0
28,180,109,0.36177043687634325,24.0,14.0
29,185,112,0.3620440745693002,24.0,14.0
30,190,115,0.39476272778550037,24.0,14.0
31,195,116,0.39476787927049095,24.0,14.0
32,200,121,0.39587919713550684,24.0,14.0
33,205,125,0.39588730783229065,23.0,14.0
34,210,129,0.39719653173668723,23.0,14.0
35,215,133,0.39804675477038765,23.0,14.0
36,220,133,0.39848707311581344,23.0,14.0
37,225,135,0.39875634105796265,23.0,14.0
38,230,137,0.3987579660372249,23.0,14.0
39,235,141,0.3991073426991445,23.0,14.0
40,240,144,0.39949251086078597,23.0,14.0
41,245,147,0.39950689967870434,23.0,14.0
42,250,145,0.3997134271118393,23.0,14.0
43,255,146,0.39971352916590186,23.0,14.0
44,260,147,0.4011305392881912,23.0,14.0
45,265,148,0.4016365431069971,23.5,14.0
46,270,152,0.40167220466403847,23.5,14.0
47,275,154,0.4017847736525723,23.0,14.0
48,280,157,0.40192663256178407,23.0,14.0
49,285,159,0.4019387751001676,23.0,14.0
50,290,161,0.40200016173772335,23.0,14.0
