SMILES,pred_SI,PfDHFR,hDHFR,SI,physical
COc1cc2sc3ccc(C#Cc4ccccn4)cc3c(=O)c2cc1OC,1.9841504201959168,-7.058,-2.818,4.24,True
COc1cc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)cc(Br)c1O,1.8155099401284573,-8.834,-6.01,2.824,True
N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1cc2ccccc2nc1N1CCOCC1,1.69222317859478,-8.156,-5.38,2.7760000000000007,True
CO[C@@]1(C)C[C@@H](c2ccccc2)c2c(c3ccccc3oc2=O)O1,1.6623546270778249,-9.064,-9.076,-0.012000000000000455,True
COc1cc2oc3ccccc3c(=O)c2cc1CSc1ccccc1N,1.632914280338973,-9.688,-9.071,0.6170000000000009,True
CN1CCC(=O)[C@]2(C1)[C@@H](c1ccccc1Cl)CN(C)[C@@]21C(=O)Nc2ccccc21,1.5892083047040728,-4.661,1.145,5.805999999999999,False
N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1cc[n+](Cc2cccc(Cl)c2)cc1.[Cl-],1.4702722679206701,,,,False
CC(=O)C(O)C(c1ccccc1)c1c(O)c2ccccc2oc1=O,1.4304384418731573,-9.875,-9.133,0.7420000000000009,True
COc1ccc(C2=NO[C@@]3(C(=O)Nc4ccccc43)[C@@H]2c2ccccc2)cc1,1.429073387168799,-8.883,-8.504,0.37899999999999956,True
COc1cccc(-n2c(=S)[nH]c3c(oc4ccccc43)c2=O)c1,1.4232921132957657,-8.364,-7.599,0.7650000000000006,True
O=c1oc2ccccc2c(=O)c2ccccc12,1.410008425331874,-9.19,-8.81,0.379999999999999,True
Cc1c(Cl)c(=O)oc2cc3[nH]c4ccccc4c3cc12,1.4009062170293873,-8.937,-9.392,-0.45500000000000007,True
COc1c(C(CC(C)=O)c2ccccc2)c(=O)oc2ccccc12,1.3846821051608984,-9.045,-8.823,0.22199999999999953,True
COc1ccc(C2c3c(oc4ccccc4c3=O)C(=O)N2c2ccccn2)cc1,1.3751231567616244,-8.891,-5.515,3.3760000000000003,True
Cc1c(C)c2ccc(Oc3ccccc3)cc2oc1=O,1.3545721023668378,-9.101,-9.596,-0.4949999999999992,True
O=c1c2ccccc2sc2c(C3=NCCN3)cccc12,1.3125250194533677,-8.871,-8.151,0.7200000000000006,True
COc1ccc(N2C(=O)NC3CC2(C)Oc2ccccc23)cc1,1.307817696458649,-9.114,-8.561,0.5530000000000008,True
O=C1Nc2ccccc2C12CCN(c1nccs1)CC2,1.2983758988811047,-8.606,-7.852,0.7539999999999996,True
COc1ccc(C2=NO[C@@]3(C(=O)Nc4ccc([N+](=O)[O-])cc43)[C@@H]2c2ccccc2)cc1,1.2754515773319142,-9.496,-8.863,0.6330000000000009,True
Cc1c(NC(=O)c2cc3ccccc3oc2=O)c(=O)n(-c2ccccc2)n1C,1.245377291816851,-9.707,-8.53,1.1770000000000014,True
