iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,26,0.14121119755937733,25.0,17.0
2,50,28,0.18305165578339855,24.0,17.0
3,55,31,0.20374456518386924,24.0,17.0
4,60,35,0.2215598464909861,24.0,16.0
5,65,40,0.2268751129852377,23.0,14.0
6,70,41,0.23803566566709267,21.0,14.0
7,75,46,0.24215569375239507,21.0,14.0
8,80,50,0.24816290544477024,21.0,14.0
9,85,55,0.2600585055994763,21.0,14.0
10,90,59,0.2622068319481932,22.0,14.0
11,95,59,0.27487176975852584,22.0,14.0
12,100,63,0.27528503895022743,22.0,14.0
13,105,66,0.28601489633113075,22.0,14.0
14,110,70,0.2952036312525599,22.0,14.0
15,115,74,0.2984614027730486,22.0,14.0
16,120,76,0.2989877000339263,22.0,14.0
17,125,79,0.2997696104689137,22.0,14.0
18,130,83,0.303853745357068,22.0,14.0
19,135,85,0.3209699045445132,22.0,14.0
20,140,89,0.32153382550949877,21.0,14.0
21,145,92,0.32308214397568447,21.5,14.0
22,150,96,0.3236047450715474,22.0,14.0
23,155,99,0.327858872683735,22.0,14.0
24,160,101,0.3348033289375931,22.0,14.0
25,165,103,0.334942450877935,22.0,14.0
26,170,108,0.33550481014584926,22.0,14.0
27,175,110,0.3355796929935516,22.0,14.0
28,180,114,0.34478327182587015,22.5,14.0
29,185,118,0.3451684098007197,22.0,14.0
30,190,120,0.3569917950362456,22.5,14.0
31,195,125,0.3573742814752987,23.0,14.0
32,200,127,0.357792886511135,23.0,14.0
33,205,132,0.3588162094011352,23.0,14.0
34,210,134,0.35902002064875144,23.0,14.0
35,215,137,0.35908993806336204,22.0,14.0
36,220,141,0.3597838401917506,22.0,14.0
37,225,145,0.36028800152910234,22.0,14.0
38,230,148,0.36087780544077286,23.0,14.0
39,235,149,0.360878045928945,23.0,14.0
40,240,152,0.36103145721216534,23.0,14.0
41,245,155,0.3646535760478904,23.0,14.0
42,250,157,0.3648857810467505,23.0,14.0
43,255,161,0.36620576301411456,23.0,14.0
44,260,164,0.36632328450248886,23.0,14.0
45,265,165,0.3683403448320627,23.0,14.0
46,270,169,0.36845641387920935,23.0,14.0
47,275,168,0.3695452964397367,23.0,14.0
48,280,169,0.36954535922043164,23.0,14.0
49,285,173,0.3696173313243732,23.0,14.0
50,290,175,0.3702353224168379,23.0,14.0
