iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,24,0.16526032160885668,23.0,17.0
2,50,29,0.2214121765988499,24.0,17.0
3,55,32,0.2284965126761021,24.0,16.0
4,60,37,0.2440969337267227,24.0,15.0
5,65,41,0.2482056959348712,23.0,15.0
6,70,46,0.2502109750363062,24.0,15.0
7,75,51,0.2606893253881037,24.0,15.0
8,80,55,0.27183790454584844,24.0,15.0
9,85,58,0.2797493450329426,23.0,15.0
10,90,63,0.28260859117197673,23.0,15.0
11,95,66,0.2851744678494201,22.5,15.0
12,100,67,0.2884888752915151,22.0,15.0
13,105,72,0.2934566138669675,21.5,15.0
14,110,72,0.3068286616815682,22.0,15.0
15,115,76,0.30893833217885047,21.5,15.0
16,120,80,0.32422014003792377,21.0,15.0
17,125,84,0.3325099478835771,21.5,15.0
18,130,87,0.33291010407825344,22.0,15.0
19,135,89,0.3399642055964696,22.0,15.0
20,140,93,0.34155832864791585,22.0,15.0
21,145,97,0.34223150379261486,22.0,14.0
22,150,100,0.3436527446014752,22.0,14.0
23,155,105,0.34937485152126563,22.0,14.0
24,160,106,0.3494025559475979,22.0,14.0
25,165,108,0.3495178356942068,22.0,14.0
26,170,110,0.3499833065048821,22.0,14.0
27,175,113,0.3505117306041133,22.0,14.0
28,180,117,0.35096169473491623,22.0,14.0
29,185,120,0.35433330785516054,22.0,14.0
30,190,125,0.35486487415834783,22.0,14.0
31,195,122,0.391443242758899,22.0,14.0
32,200,125,0.392055715295326,22.0,14.0
33,205,129,0.3925554989755129,22.0,14.0
34,210,130,0.39258238193002987,22.0,14.0
35,215,132,0.39279458699759,22.0,14.0
36,220,136,0.39299309893702833,22.0,14.0
37,225,139,0.39330067347173703,22.0,14.0
38,230,142,0.3937394305913169,22.0,14.0
39,235,145,0.39380131580372707,22.0,14.0
40,240,147,0.39382925374942424,22.0,14.0
41,245,151,0.39948177447662025,22.0,14.0
42,250,154,0.3995547905617664,22.0,14.0
43,255,159,0.39965627740303156,22.0,14.0
44,260,161,0.3996622518228551,22.0,14.0
45,265,163,0.39969896705036945,22.0,14.0
46,270,164,0.3997104216164587,22.0,14.0
47,275,156,0.4013329387514005,22.0,14.0
48,280,158,0.40140607676876994,22.0,14.0
49,285,159,0.40140637394376866,22.0,14.0
50,290,160,0.40147372097705397,22.0,14.0
