iteration,n_evaluated,pareto_size,hypervolume,pareto_median_heavy,pareto_min_heavy
1,45,26,0.07419935473089288,24.0,15.0
2,50,30,0.09723594621651595,23.5,15.0
3,55,33,0.10004395807158029,23.0,15.0
4,60,36,0.10093095396571965,22.0,14.0
5,65,40,0.10273743829904221,22.5,14.0
6,70,45,0.10849017932219182,22.0,14.0
7,75,46,0.11038654905852907,22.0,14.0
8,80,45,0.12712620310198097,21.0,14.0
9,85,48,0.138048123255,22.0,14.0
10,90,50,0.13805849169801726,22.0,14.0
11,95,52,0.1395242103959708,22.0,14.0
12,100,48,0.16674176341036726,21.5,14.0
13,105,51,0.16814345514539425,21.0,14.0
14,110,53,0.17219639173947462,22.0,14.0
15,115,55,0.1748501151477291,22.0,14.0
16,120,51,0.18284094426388886,23.0,14.0
17,125,55,0.18542406576040457,23.0,14.0
18,130,56,0.1871555786935914,23.0,14.0
19,135,58,0.1871930838114727,23.0,14.0
20,140,61,0.1964114081254456,23.0,14.0
21,145,63,0.19788673713757088,24.0,14.0
22,150,61,0.19871642021634012,24.0,14.0
23,155,63,0.19931549198077075,24.0,14.0
24,160,66,0.22509491974956375,24.0,14.0
25,165,69,0.22699214263260717,24.0,14.0
26,170,71,0.2271368505669451,24.0,14.0
27,175,75,0.22811597957672883,24.0,14.0
28,180,78,0.22812565276934205,24.0,14.0
29,185,79,0.228129430725658,24.0,14.0
30,190,82,0.22842761096549474,24.0,14.0
31,195,84,0.2284291528531977,24.0,14.0
32,200,86,0.22867990572341113,24.0,14.0
33,205,86,0.23242607471843987,24.0,14.0
34,210,85,0.23440378238641385,24.0,14.0
35,215,84,0.2375304804905164,24.0,14.0
36,220,87,0.23792153965446408,24.0,14.0
37,225,89,0.23800433138532062,24.0,14.0
38,230,87,0.2383529582127611,25.0,14.0
39,235,89,0.24771709279403764,25.0,14.0
40,240,90,0.24787035486189013,25.0,14.0
41,245,91,0.24795973195736676,25.0,14.0
42,250,93,0.25484302119363295,25.0,14.0
43,255,93,0.2549817485837569,25.0,14.0
44,260,95,0.25518949733887125,25.0,14.0
45,265,95,0.25518949733887125,25.0,14.0
46,270,95,0.25518949733887125,25.0,14.0
47,275,96,0.2551898399938059,25.0,14.0
48,280,97,0.2551898399938059,25.0,14.0
49,285,99,0.2553330856060551,25.0,14.0
50,290,101,0.25630145351457384,25.0,14.0
